date,month,region,service_type,sla_target,sla_actual,uptime_percentage,downtime_minutes,mttr_minutes,breach_count,availability_score
2026-03-01,2026-03,Denpasar,Fiber Internet,98.5,98.202,98.134,25.89,162,1,98.416
2026-03-01,2026-03,Denpasar,Mobile Broadband,98.5,97.648,97.531,33.87,123,1,97.866
2026-03-01,2026-03,Denpasar,Enterprise VPN,99.5,99.082,98.987,13.21,195,1,99.221
2026-03-01,2026-03,Denpasar,IPTV,98.5,97.578,97.545,34.88,216,1,97.691
2026-03-01,2026-03,Denpasar,Voice,98.5,97.933,97.829,29.76,151,1,97.998
2026-03-01,2026-03,Denpasar,Cloud Connectivity,99.5,99.069,99.039,13.41,139,1,99.209
2026-03-01,2026-03,Palembang,Fiber Internet,98.5,98.171,98.106,26.34,178,1,98.409
2026-03-01,2026-03,Palembang,Mobile Broadband,98.5,98.27,98.148,24.92,122,1,98.357
2026-03-01,2026-03,Palembang,Enterprise VPN,99.5,99.253,99.246,10.75,33,1,99.383
2026-03-01,2026-03,Palembang,IPTV,98.5,97.947,97.809,29.56,152,1,98.232
2026-03-01,2026-03,Palembang,Voice,98.5,97.784,97.718,31.91,119,1,97.999
2026-03-01,2026-03,Palembang,Cloud Connectivity,99.5,99.403,99.29,8.6,152,1,99.671
2026-03-01,2026-03,Balikpapan,Fiber Internet,98.5,98.485,98.325,21.81,51,1,98.524
2026-03-01,2026-03,Balikpapan,Mobile Broadband,98.5,98.158,98.043,26.52,153,1,98.173
2026-03-01,2026-03,Balikpapan,Enterprise VPN,99.5,99.155,99.063,12.17,148,1,99.186
2026-03-01,2026-03,Balikpapan,IPTV,98.5,98.181,98.067,26.19,99,1,98.282
2026-03-01,2026-03,Balikpapan,Voice,98.5,98.173,97.998,26.31,109,1,98.249
2026-03-01,2026-03,Balikpapan,Cloud Connectivity,99.5,99.447,99.35,7.97,104,1,99.528
2026-03-15,2026-03,Jakarta,Fiber Internet,98.5,96.745,96.657,46.87,326,1,96.831
2026-03-15,2026-03,Jakarta,Mobile Broadband,98.5,96.812,96.744,45.91,350,1,97.018
2026-03-15,2026-03,Jakarta,Enterprise VPN,99.5,97.486,97.442,36.2,316,1,97.563
2026-03-15,2026-03,Jakarta,IPTV,98.5,97.059,97.005,42.35,290,1,97.245
2026-03-15,2026-03,Jakarta,Voice,98.5,96.707,96.699,47.43,311,1,96.808
2026-03-15,2026-03,Jakarta,Cloud Connectivity,99.5,97.656,97.552,33.75,396,1,97.682
2026-03-15,2026-03,Bandung,Fiber Internet,98.5,98.001,97.9,28.79,139,1,98.216
2026-03-15,2026-03,Bandung,Mobile Broadband,98.5,98.094,97.977,27.45,149,1,98.138
2026-03-15,2026-03,Bandung,Enterprise VPN,99.5,99.261,99.096,10.64,88,1,99.407
2026-03-15,2026-03,Bandung,IPTV,98.5,97.805,97.789,31.61,87,1,97.992
2026-03-15,2026-03,Bandung,Voice,98.5,97.812,97.699,31.51,183,1,97.869
2026-03-15,2026-03,Bandung,Cloud Connectivity,99.5,99.182,99.174,11.77,131,1,99.294
2026-03-15,2026-03,Surabaya,Fiber Internet,98.5,98.006,97.889,28.72,134,1,98.027
2026-03-15,2026-03,Surabaya,Mobile Broadband,98.5,98.034,97.903,28.31,140,1,98.076
2026-03-15,2026-03,Surabaya,Enterprise VPN,99.5,99.297,99.25,10.12,79,1,99.455
2026-03-15,2026-03,Surabaya,IPTV,98.5,98.222,98.107,25.61,169,1,98.435
2026-03-15,2026-03,Surabaya,Voice,98.5,97.768,97.621,32.15,122,1,97.923
2026-03-15,2026-03,Surabaya,Cloud Connectivity,99.5,99.467,99.377,7.67,137,1,99.762
2026-03-15,2026-03,Medan,Fiber Internet,98.5,97.864,97.744,30.75,205,1,97.874
2026-03-15,2026-03,Medan,Mobile Broadband,98.5,97.997,97.901,28.84,109,1,98.228
2026-03-15,2026-03,Medan,Enterprise VPN,99.5,99.193,99.02,11.62,211,1,99.288
2026-03-15,2026-03,Medan,IPTV,98.5,97.95,97.833,29.52,123,1,98.137
2026-03-15,2026-03,Medan,Voice,98.5,97.996,97.985,28.86,127,1,98.219
2026-03-15,2026-03,Medan,Cloud Connectivity,99.5,99.397,99.334,8.69,167,1,99.411
2026-03-15,2026-03,Makassar,Fiber Internet,98.5,98.072,98.027,27.76,112,1,98.202
2026-03-15,2026-03,Makassar,Mobile Broadband,98.5,98.341,98.307,23.89,103,1,98.593
2026-03-15,2026-03,Makassar,Enterprise VPN,99.5,98.835,98.751,16.77,80,1,99.016
2026-03-15,2026-03,Makassar,IPTV,98.5,98.46,98.41,22.18,135,1,98.713
2026-03-15,2026-03,Makassar,Voice,98.5,97.701,97.685,33.11,76,1,97.809
2026-03-15,2026-03,Makassar,Cloud Connectivity,99.5,99.035,98.966,13.9,102,1,99.295
2026-03-15,2026-03,Semarang,Fiber Internet,98.5,98.467,98.32,22.07,155,1,98.628
2026-03-15,2026-03,Semarang,Mobile Broadband,98.5,98.39,98.343,23.19,83,1,98.4
2026-03-15,2026-03,Semarang,Enterprise VPN,99.5,99.074,98.915,13.33,126,1,99.338
2026-03-15,2026-03,Semarang,IPTV,98.5,98.446,98.287,22.38,75,1,98.505
2026-03-15,2026-03,Semarang,Voice,98.5,98.142,98.0,26.75,144,1,98.229
2026-03-15,2026-03,Semarang,Cloud Connectivity,99.5,99.097,99.019,13.0,122,1,99.147
2026-03-15,2026-03,Yogyakarta,Fiber Internet,98.5,98.3,98.268,24.48,185,1,98.519
2026-03-15,2026-03,Yogyakarta,Mobile Broadband,98.5,98.049,97.916,28.1,183,1,98.293
2026-03-15,2026-03,Yogyakarta,Enterprise VPN,99.5,99.132,98.987,12.49,180,1,99.133
2026-03-15,2026-03,Yogyakarta,IPTV,98.5,98.1,97.964,27.36,105,1,98.181
2026-03-15,2026-03,Yogyakarta,Voice,98.5,98.369,98.348,23.49,161,1,98.538
2026-03-15,2026-03,Yogyakarta,Cloud Connectivity,99.5,99.174,99.0,11.9,137,1,99.188
2026-03-15,2026-03,Denpasar,Fiber Internet,98.5,98.4,98.381,23.04,31,1,98.483
2026-03-15,2026-03,Denpasar,Mobile Broadband,98.5,98.338,98.242,23.94,61,1,98.395
2026-03-15,2026-03,Denpasar,Enterprise VPN,99.5,99.47,99.387,7.64,175,1,99.678
2026-03-15,2026-03,Denpasar,IPTV,98.5,98.157,98.021,26.53,142,1,98.411
2026-03-15,2026-03,Denpasar,Voice,98.5,98.119,98.023,27.08,175,1,98.389
2026-03-15,2026-03,Denpasar,Cloud Connectivity,99.5,98.745,98.585,18.08,131,1,98.903
2026-03-15,2026-03,Palembang,Fiber Internet,98.5,97.867,97.81,30.71,183,1,98.125
2026-03-15,2026-03,Palembang,Mobile Broadband,98.5,98.383,98.382,23.29,113,1,98.451
2026-03-15,2026-03,Palembang,Enterprise VPN,99.5,98.881,98.86,16.12,149,1,99.059
2026-03-15,2026-03,Palembang,IPTV,98.5,98.322,98.313,24.17,100,1,98.532
2026-03-15,2026-03,Palembang,Voice,98.5,98.4,98.388,23.04,191,1,98.594
2026-03-15,2026-03,Palembang,Cloud Connectivity,99.5,99.248,99.159,10.83,134,1,99.526
2026-03-15,2026-03,Balikpapan,Fiber Internet,98.5,98.145,98.088,26.71,132,1,98.436
2026-03-15,2026-03,Balikpapan,Mobile Broadband,98.5,98.174,98.016,26.29,115,1,98.338
2026-03-15,2026-03,Balikpapan,Enterprise VPN,99.5,98.977,98.804,14.73,89,1,99.202
2026-03-15,2026-03,Balikpapan,IPTV,98.5,98.454,98.415,22.27,161,1,98.572
2026-03-15,2026-03,Balikpapan,Voice,98.5,98.059,98.001,27.96,91,1,98.093
2026-03-15,2026-03,Balikpapan,Cloud Connectivity,99.5,99.384,99.22,8.86,251,1,99.499
2026-04-01,2026-04,Jakarta,Fiber Internet,98.5,98.175,98.098,26.28,116,1,98.341
2026-04-01,2026-04,Jakarta,Mobile Broadband,98.5,98.173,98.078,26.3,62,1,98.181
2026-04-01,2026-04,Jakarta,Enterprise VPN,99.5,99.182,99.09,11.78,81,1,99.39
2026-04-01,2026-04,Jakarta,IPTV,98.5,98.088,98.032,27.53,133,1,98.199
2026-04-01,2026-04,Jakarta,Voice,98.5,98.225,98.2,25.55,132,1,98.228
2026-04-01,2026-04,Jakarta,Cloud Connectivity,99.5,99.357,99.305,9.26,160,1,99.51
2026-04-01,2026-04,Bandung,Fiber Internet,98.5,97.684,97.626,33.35,125,1,97.849
2026-04-01,2026-04,Bandung,Mobile Broadband,98.5,98.496,98.439,21.66,157,1,98.617
2026-04-01,2026-04,Bandung,Enterprise VPN,99.5,99.239,99.154,10.95,190,1,99.496
2026-04-01,2026-04,Bandung,IPTV,98.5,97.586,97.548,34.76,137,1,97.828
2026-04-01,2026-04,Bandung,Voice,98.5,98.489,98.388,21.76,92,1,98.756
2026-04-01,2026-04,Bandung,Cloud Connectivity,99.5,99.119,99.112,12.69,102,1,99.346
2026-04-01,2026-04,Surabaya,Fiber Internet,98.5,98.486,98.337,21.8,126,1,98.639
2026-04-01,2026-04,Surabaya,Mobile Broadband,98.5,98.056,97.97,27.99,136,1,98.308
2026-04-01,2026-04,Surabaya,Enterprise VPN,99.5,99.21,99.154,11.38,86,1,99.294
2026-04-01,2026-04,Surabaya,IPTV,98.5,97.67,97.607,33.55,101,1,97.887
2026-04-01,2026-04,Surabaya,Voice,98.5,98.406,98.273,22.95,100,1,98.43
2026-04-01,2026-04,Surabaya,Cloud Connectivity,99.5,99.423,99.331,8.3,71,1,99.535
2026-04-01,2026-04,Medan,Fiber Internet,98.5,97.867,97.719,30.72,152,1,97.954
2026-04-01,2026-04,Medan,Mobile Broadband,98.5,97.848,97.761,30.98,115,1,97.995
2026-04-01,2026-04,Medan,Enterprise VPN,99.5,99.005,98.828,14.33,133,1,99.069
2026-04-01,2026-04,Medan,IPTV,98.5,98.263,98.183,25.01,104,1,98.392
2026-04-01,2026-04,Medan,Voice,98.5,97.862,97.737,30.79,118,1,97.871
2026-04-01,2026-04,Medan,Cloud Connectivity,99.5,98.837,98.749,16.75,246,1,98.848
2026-04-01,2026-04,Makassar,Fiber Internet,98.5,98.373,98.282,23.44,118,1,98.539
2026-04-01,2026-04,Makassar,Mobile Broadband,98.5,98.333,98.272,24.01,121,1,98.435
2026-04-01,2026-04,Makassar,Enterprise VPN,99.5,99.282,99.237,10.34,148,1,99.383
2026-04-01,2026-04,Makassar,IPTV,98.5,98.003,97.845,28.76,154,1,98.123
2026-04-01,2026-04,Makassar,Voice,98.5,97.994,97.881,28.88,61,1,98.139
2026-04-01,2026-04,Makassar,Cloud Connectivity,99.5,99.028,98.995,14.0,110,1,99.072
2026-04-01,2026-04,Semarang,Fiber Internet,98.5,98.021,97.86,28.5,101,1,98.265
2026-04-01,2026-04,Semarang,Mobile Broadband,98.5,97.744,97.619,32.49,100,1,97.836
2026-04-01,2026-04,Semarang,Enterprise VPN,99.5,99.233,99.154,11.05,110,1,99.381
2026-04-01,2026-04,Semarang,IPTV,98.5,98.295,98.22,24.55,130,1,98.41
2026-04-01,2026-04,Semarang,Voice,98.5,98.467,98.367,22.07,103,1,98.754
2026-04-01,2026-04,Semarang,Cloud Connectivity,99.5,98.844,98.725,16.65,197,1,98.884
2026-04-01,2026-04,Yogyakarta,Fiber Internet,98.5,97.753,97.614,32.36,161,1,97.989
2026-04-01,2026-04,Yogyakarta,Mobile Broadband,98.5,98.157,98.107,26.55,135,1,98.17
2026-04-01,2026-04,Yogyakarta,Enterprise VPN,99.5,99.234,99.22,11.03,141,1,99.438
2026-04-01,2026-04,Yogyakarta,IPTV,98.5,98.406,98.335,22.95,57,1,98.696
2026-04-01,2026-04,Yogyakarta,Voice,98.5,98.117,97.967,27.11,151,1,98.288
2026-04-01,2026-04,Yogyakarta,Cloud Connectivity,99.5,99.265,99.233,10.59,136,1,99.514
2026-04-01,2026-04,Denpasar,Fiber Internet,98.5,98.466,98.292,22.09,157,1,98.599
2026-04-01,2026-04,Denpasar,Mobile Broadband,98.5,98.061,97.954,27.92,97,1,98.118
2026-04-01,2026-04,Denpasar,Enterprise VPN,99.5,99.242,99.235,10.92,96,1,99.294
2026-04-01,2026-04,Denpasar,IPTV,98.5,97.994,97.976,28.89,167,1,98.277
2026-04-01,2026-04,Denpasar,Voice,98.5,97.884,97.866,30.47,177,1,98.16
2026-04-01,2026-04,Denpasar,Cloud Connectivity,99.5,99.33,99.214,9.64,121,1,99.59
2026-04-01,2026-04,Palembang,Fiber Internet,98.5,97.768,97.767,32.14,156,1,97.824
2026-04-01,2026-04,Palembang,Mobile Broadband,98.5,98.302,98.228,24.44,73,1,98.544
2026-04-01,2026-04,Palembang,Enterprise VPN,99.5,99.268,99.187,10.54,118,1,99.398
2026-04-01,2026-04,Palembang,IPTV,98.5,98.011,97.856,28.64,172,1,98.041
2026-04-01,2026-04,Palembang,Voice,98.5,97.926,97.748,29.86,178,1,98.12
2026-04-01,2026-04,Palembang,Cloud Connectivity,99.5,98.85,98.815,16.56,225,1,99.0
2026-04-01,2026-04,Balikpapan,Fiber Internet,98.5,98.357,98.295,23.66,202,1,98.456
2026-04-01,2026-04,Balikpapan,Mobile Broadband,98.5,98.225,98.217,25.56,141,1,98.297
2026-04-01,2026-04,Balikpapan,Enterprise VPN,99.5,99.11,98.933,12.81,150,1,99.26
2026-04-01,2026-04,Balikpapan,IPTV,98.5,97.965,97.964,29.31,192,1,98.231
2026-04-01,2026-04,Balikpapan,Voice,98.5,97.753,97.58,32.35,115,1,97.877
2026-04-01,2026-04,Balikpapan,Cloud Connectivity,99.5,98.898,98.719,15.87,72,1,99.178
2026-04-15,2026-04,Jakarta,Fiber Internet,98.5,98.268,98.158,24.94,49,1,98.459
2026-04-15,2026-04,Jakarta,Mobile Broadband,98.5,98.338,98.168,23.93,203,1,98.592
2026-04-15,2026-04,Jakarta,Enterprise VPN,99.5,99.158,99.055,12.12,122,1,99.258
2026-04-15,2026-04,Jakarta,IPTV,98.5,98.036,97.928,28.29,84,1,98.333
2026-04-15,2026-04,Jakarta,Voice,98.5,98.268,98.139,24.94,123,1,98.333
2026-04-15,2026-04,Jakarta,Cloud Connectivity,99.5,99.16,99.046,12.1,124,1,99.353
2026-04-15,2026-04,Bandung,Fiber Internet,98.5,97.994,97.878,28.89,178,1,98.003
2026-04-15,2026-04,Bandung,Mobile Broadband,98.5,98.331,98.152,24.04,149,1,98.548
2026-04-15,2026-04,Bandung,Enterprise VPN,99.5,99.148,99.019,12.27,216,1,99.413
2026-04-15,2026-04,Bandung,IPTV,98.5,97.898,97.719,30.27,184,1,97.915
2026-04-15,2026-04,Bandung,Voice,98.5,98.038,98.038,28.26,161,1,98.293
2026-04-15,2026-04,Bandung,Cloud Connectivity,99.5,99.208,99.064,11.41,108,1,99.405
2026-04-15,2026-04,Surabaya,Fiber Internet,98.5,98.472,98.317,22.0,200,1,98.692
2026-04-15,2026-04,Surabaya,Mobile Broadband,98.5,98.427,98.281,22.66,105,1,98.542
2026-04-15,2026-04,Surabaya,Enterprise VPN,99.5,98.533,98.468,21.13,106,1,98.608
2026-04-15,2026-04,Surabaya,IPTV,98.5,97.873,97.825,30.63,101,1,98.154
2026-04-15,2026-04,Surabaya,Voice,98.5,98.147,98.105,26.69,123,1,98.391
2026-04-15,2026-04,Surabaya,Cloud Connectivity,99.5,98.886,98.727,16.04,129,1,99.153
2026-04-15,2026-04,Medan,Fiber Internet,98.5,97.96,97.81,29.38,123,1,98.033
2026-04-15,2026-04,Medan,Mobile Broadband,98.5,97.94,97.856,29.67,107,1,98.116
2026-04-15,2026-04,Medan,Enterprise VPN,99.5,99.258,99.107,10.69,69,1,99.494
2026-04-15,2026-04,Medan,IPTV,98.5,98.47,98.35,22.03,190,1,98.579
2026-04-15,2026-04,Medan,Voice,98.5,98.097,98.077,27.41,189,1,98.382
2026-04-15,2026-04,Medan,Cloud Connectivity,99.5,99.484,99.422,7.43,167,1,99.672
2026-04-15,2026-04,Makassar,Fiber Internet,98.5,98.22,98.057,25.63,220,1,98.481
2026-04-15,2026-04,Makassar,Mobile Broadband,98.5,98.07,97.915,27.79,184,1,98.357
2026-04-15,2026-04,Makassar,Enterprise VPN,99.5,98.94,98.894,15.26,144,1,99.215
2026-04-15,2026-04,Makassar,IPTV,98.5,98.241,98.152,25.33,125,1,98.243
2026-04-15,2026-04,Makassar,Voice,98.5,98.182,98.047,26.17,180,1,98.23
2026-04-15,2026-04,Makassar,Cloud Connectivity,99.5,99.456,99.298,7.84,165,1,99.468
2026-04-15,2026-04,Semarang,Fiber Internet,98.5,97.671,97.545,33.54,79,1,97.784
2026-04-15,2026-04,Semarang,Mobile Broadband,98.5,98.201,98.117,25.91,6,1,98.454
2026-04-15,2026-04,Semarang,Enterprise VPN,99.5,99.064,99.053,13.47,120,1,99.274
2026-04-15,2026-04,Semarang,IPTV,98.5,98.227,98.102,25.53,82,1,98.414
2026-04-15,2026-04,Semarang,Voice,98.5,98.101,98.007,27.34,40,1,98.37
2026-04-15,2026-04,Semarang,Cloud Connectivity,99.5,99.435,99.346,8.14,126,1,99.685
2026-04-15,2026-04,Yogyakarta,Fiber Internet,98.5,98.002,97.946,28.78,180,1,98.285
2026-04-15,2026-04,Yogyakarta,Mobile Broadband,98.5,98.396,98.307,23.1,180,1,98.61
2026-04-15,2026-04,Yogyakarta,Enterprise VPN,99.5,98.898,98.775,15.86,123,1,99.097
2026-04-15,2026-04,Yogyakarta,IPTV,98.5,98.276,98.239,24.82,201,1,98.323
2026-04-15,2026-04,Yogyakarta,Voice,98.5,97.962,97.808,29.34,124,1,97.981
2026-04-15,2026-04,Yogyakarta,Cloud Connectivity,99.5,99.101,99.007,12.95,119,1,99.211
2026-04-15,2026-04,Denpasar,Fiber Internet,98.5,98.249,98.233,25.21,114,1,98.452
2026-04-15,2026-04,Denpasar,Mobile Broadband,98.5,98.044,97.993,28.17,155,1,98.146
2026-04-15,2026-04,Denpasar,Enterprise VPN,99.5,99.248,99.102,10.83,63,1,99.318
2026-04-15,2026-04,Denpasar,IPTV,98.5,98.157,98.086,26.55,139,1,98.302
2026-04-15,2026-04,Denpasar,Voice,98.5,98.498,98.386,21.64,158,1,98.753
2026-04-15,2026-04,Denpasar,Cloud Connectivity,99.5,98.97,98.801,14.83,221,1,99.095
2026-04-15,2026-04,Palembang,Fiber Internet,98.5,98.256,98.11,25.11,193,1,98.287
2026-04-15,2026-04,Palembang,Mobile Broadband,98.5,98.413,98.324,22.86,114,1,98.648
2026-04-15,2026-04,Palembang,Enterprise VPN,99.5,99.23,99.203,11.09,16,1,99.51
2026-04-15,2026-04,Palembang,IPTV,98.5,98.164,98.161,26.43,94,1,98.211
2026-04-15,2026-04,Palembang,Voice,98.5,98.407,98.256,22.94,135,1,98.464
2026-04-15,2026-04,Palembang,Cloud Connectivity,99.5,99.308,99.162,9.96,32,1,99.496
2026-04-15,2026-04,Balikpapan,Fiber Internet,98.5,98.242,98.219,25.31,157,1,98.373
2026-04-15,2026-04,Balikpapan,Mobile Broadband,98.5,97.926,97.772,29.87,88,1,98.115
2026-04-15,2026-04,Balikpapan,Enterprise VPN,99.5,99.456,99.313,7.84,126,1,99.706
2026-04-15,2026-04,Balikpapan,IPTV,98.5,98.263,98.188,25.01,150,1,98.418
2026-04-15,2026-04,Balikpapan,Voice,98.5,98.448,98.37,22.35,182,1,98.74
2026-04-15,2026-04,Balikpapan,Cloud Connectivity,99.5,99.168,99.123,11.97,125,1,99.273
2026-05-01,2026-05,Jakarta,Fiber Internet,98.5,97.816,97.756,31.44,145,1,97.947
2026-05-01,2026-05,Jakarta,Mobile Broadband,98.5,98.395,98.344,23.12,112,1,98.683
2026-05-01,2026-05,Jakarta,Enterprise VPN,99.5,99.132,99.046,12.5,130,1,99.214
2026-05-01,2026-05,Jakarta,IPTV,98.5,98.422,98.242,22.72,145,1,98.713
2026-05-01,2026-05,Jakarta,Voice,98.5,98.251,98.224,25.18,105,1,98.546
2026-05-01,2026-05,Jakarta,Cloud Connectivity,99.5,99.297,99.158,10.12,138,1,99.402
2026-05-01,2026-05,Bandung,Fiber Internet,98.5,98.346,98.326,23.81,109,1,98.388
2026-05-01,2026-05,Bandung,Mobile Broadband,98.5,98.362,98.2,23.59,129,1,98.46
2026-05-01,2026-05,Bandung,Enterprise VPN,99.5,98.89,98.821,15.98,147,1,98.96
2026-05-01,2026-05,Bandung,IPTV,98.5,98.029,98.009,28.39,136,1,98.155
2026-05-01,2026-05,Bandung,Voice,98.5,97.992,97.884,28.92,151,1,98.041
2026-05-01,2026-05,Bandung,Cloud Connectivity,99.5,98.882,98.762,16.1,114,1,99.063
2026-05-01,2026-05,Surabaya,Fiber Internet,98.5,98.103,98.053,27.32,129,1,98.125
2026-05-01,2026-05,Surabaya,Mobile Broadband,98.5,98.072,98.045,27.77,43,1,98.196
2026-05-01,2026-05,Surabaya,Enterprise VPN,99.5,99.174,99.062,11.89,157,1,99.396
2026-05-01,2026-05,Surabaya,IPTV,98.5,98.315,98.179,24.27,150,1,98.4
2026-05-01,2026-05,Surabaya,Voice,98.5,97.97,97.945,29.23,128,1,97.987
2026-05-01,2026-05,Surabaya,Cloud Connectivity,99.5,98.996,98.99,14.45,180,1,99.044
2026-05-01,2026-05,Medan,Fiber Internet,98.5,98.44,98.348,22.47,150,1,98.712
2026-05-01,2026-05,Medan,Mobile Broadband,98.5,98.343,98.322,23.86,171,1,98.368
2026-05-01,2026-05,Medan,Enterprise VPN,99.5,98.839,98.707,16.72,130,1,98.904
2026-05-01,2026-05,Medan,IPTV,98.5,98.339,98.211,23.92,189,1,98.607
2026-05-01,2026-05,Medan,Voice,98.5,98.428,98.267,22.64,46,1,98.504
2026-05-01,2026-05,Medan,Cloud Connectivity,99.5,99.397,99.37,8.68,167,1,99.685
2026-05-01,2026-05,Makassar,Fiber Internet,98.5,98.414,98.266,22.84,150,1,98.51
2026-05-01,2026-05,Makassar,Mobile Broadband,98.5,98.412,98.369,22.87,146,1,98.494
2026-05-01,2026-05,Makassar,Enterprise VPN,99.5,98.991,98.839,14.53,185,1,99.011
2026-05-01,2026-05,Makassar,IPTV,98.5,97.937,97.908,29.71,191,1,98.08
2026-05-01,2026-05,Makassar,Voice,98.5,98.489,98.454,21.75,127,1,98.704
2026-05-01,2026-05,Makassar,Cloud Connectivity,99.5,99.155,99.006,12.17,113,1,99.247
2026-05-01,2026-05,Semarang,Fiber Internet,98.5,98.111,98.106,27.2,188,1,98.287
2026-05-01,2026-05,Semarang,Mobile Broadband,98.5,97.965,97.929,29.3,88,1,98.221
2026-05-01,2026-05,Semarang,Enterprise VPN,99.5,99.487,99.395,7.39,91,1,99.724
2026-05-01,2026-05,Semarang,IPTV,98.5,97.836,97.776,31.17,124,1,98.077
2026-05-01,2026-05,Semarang,Voice,98.5,98.47,98.357,22.03,108,1,98.726
2026-05-01,2026-05,Semarang,Cloud Connectivity,99.5,99.431,99.414,8.19,144,1,99.479
2026-05-01,2026-05,Yogyakarta,Fiber Internet,98.5,98.294,98.225,24.56,22,1,98.514
2026-05-01,2026-05,Yogyakarta,Mobile Broadband,98.5,98.27,98.126,24.9,118,1,98.356
2026-05-01,2026-05,Yogyakarta,Enterprise VPN,99.5,98.709,98.677,18.59,157,1,98.86
2026-05-01,2026-05,Yogyakarta,IPTV,98.5,98.438,98.3,22.49,40,1,98.612
2026-05-01,2026-05,Yogyakarta,Voice,98.5,98.263,98.166,25.01,194,1,98.439
2026-05-01,2026-05,Yogyakarta,Cloud Connectivity,99.5,98.547,98.433,20.92,95,1,98.593
2026-05-01,2026-05,Denpasar,Fiber Internet,98.5,97.948,97.823,29.55,129,1,98.113
2026-05-01,2026-05,Denpasar,Mobile Broadband,98.5,98.419,98.304,22.77,165,1,98.701
2026-05-01,2026-05,Denpasar,Enterprise VPN,99.5,98.886,98.838,16.04,110,1,98.923
2026-05-01,2026-05,Denpasar,IPTV,98.5,98.332,98.209,24.02,86,1,98.359
2026-05-01,2026-05,Denpasar,Voice,98.5,98.455,98.45,22.25,35,1,98.576
2026-05-01,2026-05,Denpasar,Cloud Connectivity,99.5,99.139,99.046,12.4,116,1,99.245
2026-05-01,2026-05,Palembang,Fiber Internet,98.5,98.2,98.119,25.91,72,1,98.326
2026-05-01,2026-05,Palembang,Mobile Broadband,98.5,98.312,98.311,24.31,158,1,98.476
2026-05-01,2026-05,Palembang,Enterprise VPN,99.5,98.971,98.935,14.82,102,1,99.247
2026-05-01,2026-05,Palembang,IPTV,98.5,97.989,97.83,28.95,170,1,98.115
2026-05-01,2026-05,Palembang,Voice,98.5,98.319,98.153,24.2,167,1,98.603
2026-05-01,2026-05,Palembang,Cloud Connectivity,99.5,99.375,99.212,9.0,93,1,99.39
2026-05-01,2026-05,Balikpapan,Fiber Internet,98.5,98.427,98.317,22.66,95,1,98.726
2026-05-01,2026-05,Balikpapan,Mobile Broadband,98.5,98.412,98.397,22.87,141,1,98.453
2026-05-01,2026-05,Balikpapan,Enterprise VPN,99.5,99.465,99.449,7.71,152,1,99.474
2026-05-01,2026-05,Balikpapan,IPTV,98.5,98.109,98.022,27.23,107,1,98.166
2026-05-01,2026-05,Balikpapan,Voice,98.5,98.04,97.869,28.22,175,1,98.15
2026-05-01,2026-05,Balikpapan,Cloud Connectivity,99.5,99.02,98.939,14.12,140,1,99.194
2026-05-15,2026-05,Jakarta,Fiber Internet,98.5,98.438,98.354,22.5,180,1,98.602
2026-05-15,2026-05,Jakarta,Mobile Broadband,98.5,97.947,97.845,29.57,59,1,98.182
2026-05-15,2026-05,Jakarta,Enterprise VPN,99.5,99.056,99.02,13.59,121,1,99.27
2026-05-15,2026-05,Jakarta,IPTV,98.5,98.186,98.089,26.12,156,1,98.307
2026-05-15,2026-05,Jakarta,Voice,98.5,97.45,97.295,36.72,141,1,97.663
2026-05-15,2026-05,Jakarta,Cloud Connectivity,99.5,99.321,99.224,9.78,162,1,99.445
2026-05-15,2026-05,Bandung,Fiber Internet,98.5,98.115,97.959,27.15,154,1,98.379
2026-05-15,2026-05,Bandung,Mobile Broadband,98.5,98.32,98.149,24.2,76,1,98.434
2026-05-15,2026-05,Bandung,Enterprise VPN,99.5,99.06,98.943,13.53,196,1,99.165
2026-05-15,2026-05,Bandung,IPTV,98.5,97.908,97.846,30.12,117,1,98.184
2026-05-15,2026-05,Bandung,Voice,98.5,98.36,98.339,23.62,121,1,98.423
2026-05-15,2026-05,Bandung,Cloud Connectivity,99.5,99.229,99.215,11.1,159,1,99.323
2026-05-15,2026-05,Surabaya,Fiber Internet,98.5,96.785,96.664,46.3,313,1,97.059
2026-05-15,2026-05,Surabaya,Mobile Broadband,98.5,96.383,96.36,52.08,267,1,96.52
2026-05-15,2026-05,Surabaya,Enterprise VPN,99.5,97.509,97.425,35.87,399,1,97.765
2026-05-15,2026-05,Surabaya,IPTV,98.5,96.792,96.642,46.19,363,1,96.895
2026-05-15,2026-05,Surabaya,Voice,98.5,96.237,96.067,54.19,258,1,96.526
2026-05-15,2026-05,Surabaya,Cloud Connectivity,99.5,97.863,97.724,30.78,326,1,98.08
2026-05-15,2026-05,Medan,Fiber Internet,98.5,97.922,97.868,29.92,69,1,98.169
2026-05-15,2026-05,Medan,Mobile Broadband,98.5,98.467,98.366,22.08,176,1,98.515
2026-05-15,2026-05,Medan,Enterprise VPN,99.5,99.346,99.327,9.42,138,1,99.386
2026-05-15,2026-05,Medan,IPTV,98.5,98.244,98.165,25.29,66,1,98.422
2026-05-15,2026-05,Medan,Voice,98.5,98.418,98.317,22.78,140,1,98.6
2026-05-15,2026-05,Medan,Cloud Connectivity,99.5,99.344,99.317,9.45,115,1,99.352
2026-05-15,2026-05,Makassar,Fiber Internet,98.5,98.168,98.14,26.38,122,1,98.239
