ticket_id,date,month,region,service_type,ticket_category,priority,status,response_time_minutes,resolution_time_minutes,related_incident_id,customer_segment,repeat_complaint,satisfaction_score
TCK-2026-03627,2026-02-14,2026-02,Makassar,Fiber Internet,Intermittent Connection,High,Resolved,28,219,,Residential,false,3.4
TCK-2026-03928,2026-02-14,2026-02,Bandung,Cloud Connectivity,Internet Down,Medium,Resolved,93,481,INC-2026-00549,Residential,false,4.3
TCK-2026-04654,2026-02-14,2026-02,Semarang,IPTV,Billing Related,Medium,Closed,102,599,,SMB,false,4.2
TCK-2026-04838,2026-02-14,2026-02,Surabaya,Enterprise VPN,Enterprise SLA Complaint,Low,Closed,135,816,,Residential,false,4.2
TCK-2026-05036,2026-02-14,2026-02,Balikpapan,Mobile Broadband,Slow Connection,Medium,Resolved,84,531,INC-2026-01233,Residential,false,4.0
TCK-2026-05117,2026-02-14,2026-02,Surabaya,Cloud Connectivity,Enterprise SLA Complaint,Low,Closed,102,1050,INC-2026-00335,Residential,false,4.1
TCK-2026-00724,2026-02-15,2026-02,Denpasar,Voice,Enterprise SLA Complaint,Medium,Resolved,55,533,,Residential,true,3.4
TCK-2026-00955,2026-02-15,2026-02,Bandung,Cloud Connectivity,Intermittent Connection,Medium,Open,33,,,SMB,false,
TCK-2026-02082,2026-02-15,2026-02,Medan,Enterprise VPN,Internet Down,Medium,Closed,82,382,INC-2026-01265,SMB,false,4.6
TCK-2026-02189,2026-02-15,2026-02,Jakarta,IPTV,Slow Connection,Low,Waiting Customer,122,,,Residential,false,
TCK-2026-02243,2026-02-15,2026-02,Medan,Enterprise VPN,Slow Connection,Critical,Open,9,,INC-2026-01265,Residential,true,
TCK-2026-03678,2026-02-15,2026-02,Balikpapan,Enterprise VPN,Router ONT Issue,High,Resolved,27,212,,Enterprise,false,3.1
TCK-2026-04047,2026-02-15,2026-02,Yogyakarta,Voice,Router ONT Issue,High,In Progress,25,,INC-2026-01016,Residential,false,
TCK-2026-05014,2026-02-15,2026-02,Yogyakarta,Mobile Broadband,Billing Related,Low,Closed,124,886,,Residential,false,4.3
TCK-2026-00162,2026-02-16,2026-02,Balikpapan,IPTV,Intermittent Connection,Low,Resolved,91,1000,INC-2026-02096,Residential,false,4.3
TCK-2026-00644,2026-02-16,2026-02,Balikpapan,IPTV,Installation Delay,Low,Closed,141,829,INC-2026-02096,Enterprise,false,3.4
TCK-2026-00823,2026-02-16,2026-02,Yogyakarta,Fiber Internet,Billing Related,Low,Waiting Customer,140,,,SMB,false,
TCK-2026-01273,2026-02-16,2026-02,Semarang,Mobile Broadband,Installation Delay,Low,Open,121,,INC-2026-00858,Residential,false,
TCK-2026-01892,2026-02-16,2026-02,Semarang,Mobile Broadband,Enterprise SLA Complaint,High,Resolved,45,133,INC-2026-00858,Residential,false,4.0
TCK-2026-01988,2026-02-16,2026-02,Makassar,Fiber Internet,Billing Related,Low,Closed,130,884,,Residential,false,4.1
TCK-2026-02352,2026-02-16,2026-02,Makassar,IPTV,Router ONT Issue,High,Resolved,25,237,,Residential,false,3.9
TCK-2026-02915,2026-02-16,2026-02,Denpasar,Cloud Connectivity,Enterprise SLA Complaint,Medium,Closed,86,451,INC-2026-01698,Residential,false,4.3
TCK-2026-03094,2026-02-16,2026-02,Surabaya,Mobile Broadband,Intermittent Connection,Low,In Progress,115,,INC-2026-01732,Residential,false,
TCK-2026-03326,2026-02-16,2026-02,Balikpapan,Voice,Intermittent Connection,Medium,Open,45,,INC-2026-01198,SMB,false,
TCK-2026-03472,2026-02-16,2026-02,Makassar,Voice,Router ONT Issue,Medium,Closed,67,496,,Residential,true,4.0
TCK-2026-03614,2026-02-16,2026-02,Balikpapan,Fiber Internet,Intermittent Connection,Critical,In Progress,4,,,Residential,false,
TCK-2026-03686,2026-02-16,2026-02,Makassar,Mobile Broadband,Router ONT Issue,Medium,In Progress,27,,,Residential,false,
TCK-2026-04052,2026-02-16,2026-02,Balikpapan,Voice,Slow Connection,Medium,Resolved,80,471,,Residential,false,3.8
TCK-2026-04124,2026-02-16,2026-02,Semarang,Mobile Broadband,Intermittent Connection,High,Closed,33,289,INC-2026-00858,Residential,true,2.8
TCK-2026-04218,2026-02-16,2026-02,Palembang,Voice,Billing Related,Medium,Resolved,105,555,INC-2026-01253,Residential,true,5
TCK-2026-04382,2026-02-16,2026-02,Surabaya,Fiber Internet,Intermittent Connection,Low,Open,108,,INC-2026-00010,Residential,false,
TCK-2026-01021,2026-02-17,2026-02,Balikpapan,Fiber Internet,Intermittent Connection,Medium,Resolved,68,428,INC-2026-01868,Enterprise,false,4.6
TCK-2026-01238,2026-02-17,2026-02,Medan,Fiber Internet,Installation Delay,Critical,Resolved,2,4,,SMB,false,3.1
TCK-2026-01315,2026-02-17,2026-02,Denpasar,Cloud Connectivity,Slow Connection,Low,Resolved,135,896,,SMB,false,4.5
TCK-2026-01391,2026-02-17,2026-02,Bandung,Fiber Internet,Slow Connection,Medium,Resolved,76,562,,Residential,false,3.9
TCK-2026-01428,2026-02-17,2026-02,Bandung,Voice,Router ONT Issue,High,Open,24,,,Residential,false,
TCK-2026-01491,2026-02-17,2026-02,Jakarta,Fiber Internet,Intermittent Connection,High,Closed,17,286,,SMB,false,1.8
TCK-2026-02795,2026-02-17,2026-02,Medan,Fiber Internet,Installation Delay,High,Resolved,52,288,,Residential,true,3.0
TCK-2026-03158,2026-02-17,2026-02,Bandung,Mobile Broadband,Billing Related,Low,Resolved,140,827,,Enterprise,false,3.8
TCK-2026-03794,2026-02-17,2026-02,Semarang,IPTV,Slow Connection,Low,Resolved,120,995,,Residential,false,4.1
TCK-2026-04373,2026-02-17,2026-02,Denpasar,Enterprise VPN,Intermittent Connection,Medium,Resolved,100,430,INC-2026-01063,Residential,false,4.4
TCK-2026-05140,2026-02-17,2026-02,Yogyakarta,IPTV,Slow Connection,Critical,Resolved,21,124,,Residential,false,3.9
TCK-2026-05184,2026-02-17,2026-02,Yogyakarta,Cloud Connectivity,Internet Down,High,Resolved,11,217,INC-2026-00561,Residential,false,3.5
TCK-2026-00339,2026-02-18,2026-02,Bandung,IPTV,Installation Delay,Low,In Progress,80,,,Residential,false,
TCK-2026-00444,2026-02-18,2026-02,Denpasar,IPTV,Router ONT Issue,Medium,Resolved,42,418,,Residential,false,3.3
TCK-2026-01180,2026-02-18,2026-02,Semarang,Fiber Internet,Billing Related,Medium,In Progress,76,,,SMB,false,
TCK-2026-01780,2026-02-18,2026-02,Palembang,Voice,Installation Delay,Low,Waiting Customer,113,,,Residential,false,
TCK-2026-02498,2026-02-18,2026-02,Medan,Fiber Internet,Enterprise SLA Complaint,Medium,In Progress,59,,,Residential,false,
TCK-2026-02775,2026-02-18,2026-02,Makassar,Voice,Installation Delay,Low,Resolved,133,882,INC-2026-01689,Public Sector,false,4.1
TCK-2026-03330,2026-02-18,2026-02,Bandung,Fiber Internet,Router ONT Issue,Medium,Waiting Customer,67,,,Enterprise,false,
TCK-2026-03649,2026-02-18,2026-02,Semarang,Voice,Installation Delay,Medium,Resolved,73,675,,Residential,true,4.3
TCK-2026-03945,2026-02-18,2026-02,Medan,IPTV,Router ONT Issue,Low,Closed,89,983,,Enterprise,true,4.6
TCK-2026-04389,2026-02-18,2026-02,Denpasar,Enterprise VPN,Billing Related,Medium,Resolved,80,402,,SMB,false,5
TCK-2026-05296,2026-02-18,2026-02,Makassar,Enterprise VPN,Slow Connection,Medium,Open,87,,,Residential,false,
TCK-2026-00024,2026-02-19,2026-02,Semarang,Enterprise VPN,Internet Down,Low,Closed,128,915,INC-2026-01181,SMB,false,3.9
TCK-2026-00665,2026-02-19,2026-02,Palembang,Voice,Enterprise SLA Complaint,High,Open,34,,,Residential,false,
TCK-2026-01179,2026-02-19,2026-02,Surabaya,Fiber Internet,Internet Down,Low,Closed,123,978,,Enterprise,false,5
TCK-2026-01732,2026-02-19,2026-02,Palembang,Mobile Broadband,Slow Connection,Medium,Closed,66,530,,Enterprise,false,4.2
TCK-2026-01754,2026-02-19,2026-02,Yogyakarta,Enterprise VPN,Intermittent Connection,High,Open,23,,,Enterprise,false,
TCK-2026-01870,2026-02-19,2026-02,Surabaya,IPTV,Router ONT Issue,Low,Resolved,133,894,,SMB,false,5
TCK-2026-02207,2026-02-19,2026-02,Semarang,Voice,Intermittent Connection,Medium,Waiting Customer,93,,,Residential,false,
TCK-2026-02269,2026-02-19,2026-02,Bandung,Voice,Billing Related,Medium,Resolved,84,439,,Residential,false,3.7
TCK-2026-02741,2026-02-19,2026-02,Yogyakarta,Cloud Connectivity,Intermittent Connection,Medium,Closed,88,453,INC-2026-02036,Residential,false,4.3
TCK-2026-04287,2026-02-19,2026-02,Semarang,Mobile Broadband,Slow Connection,Low,Waiting Customer,133,,,Residential,false,
TCK-2026-00953,2026-02-20,2026-02,Balikpapan,IPTV,Enterprise SLA Complaint,Low,Resolved,110,880,,Residential,false,4.2
TCK-2026-01066,2026-02-20,2026-02,Yogyakarta,Cloud Connectivity,Billing Related,High,Waiting Customer,11,,,Enterprise,false,
TCK-2026-01562,2026-02-20,2026-02,Palembang,IPTV,Billing Related,High,Resolved,20,217,INC-2026-00812,Residential,true,2.8
TCK-2026-01823,2026-02-20,2026-02,Balikpapan,Cloud Connectivity,Intermittent Connection,Low,In Progress,137,,,Enterprise,false,
TCK-2026-02181,2026-02-20,2026-02,Jakarta,IPTV,Router ONT Issue,Critical,Closed,17,180,,Enterprise,false,3.7
TCK-2026-02403,2026-02-20,2026-02,Surabaya,Cloud Connectivity,Intermittent Connection,Low,Closed,73,908,INC-2026-02169,Residential,false,3.6
TCK-2026-02443,2026-02-20,2026-02,Balikpapan,Cloud Connectivity,Billing Related,Medium,Resolved,90,460,,Residential,false,4.2
TCK-2026-02474,2026-02-20,2026-02,Balikpapan,Voice,Internet Down,Critical,Resolved,2,112,,Residential,true,3.0
TCK-2026-03813,2026-02-20,2026-02,Surabaya,IPTV,Billing Related,High,Resolved,51,300,,SMB,false,2.7
TCK-2026-03846,2026-02-20,2026-02,Yogyakarta,Fiber Internet,Installation Delay,Low,Waiting Customer,96,,,Residential,false,
TCK-2026-04859,2026-02-20,2026-02,Bandung,IPTV,Enterprise SLA Complaint,Low,Resolved,118,904,,Residential,false,3.7
TCK-2026-04920,2026-02-20,2026-02,Balikpapan,IPTV,Router ONT Issue,Medium,Waiting Customer,71,,,Residential,false,
TCK-2026-05113,2026-02-20,2026-02,Medan,Enterprise VPN,Router ONT Issue,Critical,Resolved,9,215,,SMB,false,3.5
TCK-2026-00019,2026-02-21,2026-02,Jakarta,Fiber Internet,Installation Delay,High,Resolved,33,123,,Residential,false,1.7
TCK-2026-00612,2026-02-21,2026-02,Jakarta,Mobile Broadband,Intermittent Connection,Medium,Open,80,,,Residential,false,
TCK-2026-00622,2026-02-21,2026-02,Yogyakarta,Voice,Router ONT Issue,Medium,Open,95,,,Enterprise,false,
TCK-2026-00813,2026-02-21,2026-02,Surabaya,Fiber Internet,Slow Connection,Low,Waiting Customer,114,,,Residential,false,
TCK-2026-00868,2026-02-21,2026-02,Balikpapan,Enterprise VPN,Slow Connection,High,In Progress,64,,INC-2026-00642,SMB,false,
TCK-2026-01434,2026-02-21,2026-02,Balikpapan,Enterprise VPN,Enterprise SLA Complaint,Low,Closed,105,860,INC-2026-00642,Residential,false,4.7
TCK-2026-01717,2026-02-21,2026-02,Makassar,Fiber Internet,Intermittent Connection,Medium,Waiting Customer,59,,,Enterprise,false,
TCK-2026-02017,2026-02-21,2026-02,Balikpapan,Cloud Connectivity,Enterprise SLA Complaint,Medium,Closed,84,503,,Enterprise,false,4.5
TCK-2026-02158,2026-02-21,2026-02,Surabaya,Enterprise VPN,Internet Down,Medium,Open,82,,,SMB,false,
TCK-2026-02467,2026-02-21,2026-02,Semarang,Mobile Broadband,Slow Connection,Medium,In Progress,54,,,Enterprise,false,
TCK-2026-02792,2026-02-21,2026-02,Bandung,Cloud Connectivity,Intermittent Connection,Low,Resolved,122,952,,Residential,false,4.4
TCK-2026-02910,2026-02-21,2026-02,Denpasar,Enterprise VPN,Installation Delay,Low,Resolved,98,996,,Enterprise,false,4.8
TCK-2026-03221,2026-02-21,2026-02,Surabaya,Mobile Broadband,Billing Related,Low,In Progress,108,,,Residential,false,
TCK-2026-03319,2026-02-21,2026-02,Palembang,Fiber Internet,Intermittent Connection,High,Resolved,5,320,,Residential,false,3.6
TCK-2026-03883,2026-02-21,2026-02,Balikpapan,Enterprise VPN,Internet Down,Low,In Progress,101,,INC-2026-00642,Enterprise,false,
TCK-2026-03935,2026-02-21,2026-02,Balikpapan,Mobile Broadband,Intermittent Connection,Critical,Resolved,2,132,,SMB,false,3.9
TCK-2026-04104,2026-02-21,2026-02,Denpasar,IPTV,Billing Related,Medium,Closed,63,393,,Public Sector,false,4.8
TCK-2026-04651,2026-02-21,2026-02,Yogyakarta,Enterprise VPN,Router ONT Issue,Critical,In Progress,64,,,Residential,false,
TCK-2026-04874,2026-02-21,2026-02,Makassar,Mobile Broadband,Internet Down,High,Open,2,,INC-2026-01202,SMB,false,
TCK-2026-05028,2026-02-21,2026-02,Medan,Enterprise VPN,Enterprise SLA Complaint,Low,Resolved,125,850,,Residential,false,4.6
TCK-2026-05112,2026-02-21,2026-02,Yogyakarta,Fiber Internet,Internet Down,Medium,Resolved,110,487,,Residential,false,3.0
TCK-2026-05157,2026-02-21,2026-02,Bandung,Voice,Intermittent Connection,Medium,Closed,58,438,,Residential,false,5
TCK-2026-00246,2026-02-22,2026-02,Yogyakarta,Voice,Router ONT Issue,Medium,Resolved,57,404,,Residential,false,3.1
TCK-2026-00488,2026-02-22,2026-02,Palembang,Enterprise VPN,Billing Related,Medium,Resolved,48,340,,Enterprise,false,3.3
TCK-2026-00689,2026-02-22,2026-02,Denpasar,Fiber Internet,Intermittent Connection,High,Resolved,42,233,INC-2026-00796,Enterprise,false,4.2
TCK-2026-02200,2026-02-22,2026-02,Semarang,Enterprise VPN,Internet Down,Low,Resolved,106,759,,Residential,false,4.4
TCK-2026-02801,2026-02-22,2026-02,Balikpapan,Voice,Billing Related,Medium,Closed,82,424,,SMB,false,4.4
TCK-2026-02844,2026-02-22,2026-02,Palembang,Voice,Installation Delay,Low,Waiting Customer,142,,,Residential,false,
TCK-2026-02983,2026-02-22,2026-02,Makassar,Fiber Internet,Slow Connection,Low,Resolved,95,967,INC-2026-00720,Residential,false,2.9
TCK-2026-03264,2026-02-22,2026-02,Bandung,Mobile Broadband,Enterprise SLA Complaint,Low,Resolved,134,749,,Residential,false,4.3
TCK-2026-03605,2026-02-22,2026-02,Balikpapan,Voice,Installation Delay,Critical,In Progress,9,,,Residential,true,
TCK-2026-04965,2026-02-22,2026-02,Bandung,IPTV,Router ONT Issue,Low,Resolved,130,907,,Enterprise,false,3.8
TCK-2026-05088,2026-02-22,2026-02,Denpasar,Voice,Router ONT Issue,Low,In Progress,154,,,Residential,false,
TCK-2026-00317,2026-02-23,2026-02,Surabaya,Cloud Connectivity,Slow Connection,Low,Waiting Customer,125,,,Residential,true,
TCK-2026-00481,2026-02-23,2026-02,Medan,Enterprise VPN,Enterprise SLA Complaint,Medium,Closed,63,549,INC-2026-00091,SMB,false,4.3
TCK-2026-01117,2026-02-23,2026-02,Balikpapan,Mobile Broadband,Installation Delay,Low,Resolved,107,859,INC-2026-01635,SMB,false,4.9
TCK-2026-01826,2026-02-23,2026-02,Bandung,Enterprise VPN,Installation Delay,Medium,In Progress,78,,,Residential,false,
TCK-2026-02091,2026-02-23,2026-02,Denpasar,IPTV,Installation Delay,Critical,Resolved,8,122,,Enterprise,false,3.9
TCK-2026-03236,2026-02-23,2026-02,Makassar,Enterprise VPN,Internet Down,Low,In Progress,134,,,Enterprise,false,
TCK-2026-04343,2026-02-23,2026-02,Semarang,Fiber Internet,Intermittent Connection,Critical,Closed,34,114,,Residential,false,1.9
TCK-2026-04359,2026-02-23,2026-02,Yogyakarta,IPTV,Internet Down,Critical,Resolved,17,35,INC-2026-00288,Residential,false,2.7
TCK-2026-04607,2026-02-23,2026-02,Balikpapan,Voice,Installation Delay,High,Closed,52,119,,SMB,false,3.7
TCK-2026-04950,2026-02-23,2026-02,Palembang,Enterprise VPN,Router ONT Issue,Medium,In Progress,64,,,SMB,false,
TCK-2026-05366,2026-02-23,2026-02,Semarang,IPTV,Slow Connection,Medium,Open,84,,,Enterprise,true,
TCK-2026-00716,2026-02-24,2026-02,Denpasar,Fiber Internet,Slow Connection,Critical,Resolved,2,129,,Residential,false,3.2
TCK-2026-01114,2026-02-24,2026-02,Surabaya,Cloud Connectivity,Internet Down,Critical,Open,2,,,Public Sector,false,
TCK-2026-01302,2026-02-24,2026-02,Surabaya,IPTV,Intermittent Connection,Medium,In Progress,49,,,Residential,false,
TCK-2026-01473,2026-02-24,2026-02,Denpasar,IPTV,Enterprise SLA Complaint,Low,Resolved,107,903,,Public Sector,false,3.8
TCK-2026-01873,2026-02-24,2026-02,Bandung,Mobile Broadband,Router ONT Issue,High,Resolved,54,187,,Enterprise,false,3.2
TCK-2026-01933,2026-02-24,2026-02,Bandung,IPTV,Intermittent Connection,High,Waiting Customer,44,,,Residential,false,
TCK-2026-02510,2026-02-24,2026-02,Medan,Enterprise VPN,Internet Down,Low,Closed,92,936,INC-2026-01532,Residential,false,3.1
TCK-2026-02811,2026-02-24,2026-02,Balikpapan,Mobile Broadband,Router ONT Issue,High,Resolved,12,139,,Residential,false,3.0
TCK-2026-03230,2026-02-24,2026-02,Palembang,IPTV,Intermittent Connection,High,Open,2,,INC-2026-00121,Residential,true,
TCK-2026-03237,2026-02-24,2026-02,Jakarta,IPTV,Router ONT Issue,Low,Open,115,,,SMB,false,
TCK-2026-03419,2026-02-24,2026-02,Jakarta,IPTV,Enterprise SLA Complaint,High,Closed,58,379,INC-2026-00882,Residential,false,2.2
TCK-2026-03946,2026-02-24,2026-02,Makassar,IPTV,Intermittent Connection,Medium,Closed,107,477,,Enterprise,false,3.9
TCK-2026-04769,2026-02-24,2026-02,Palembang,Enterprise VPN,Installation Delay,Medium,Closed,87,543,,SMB,false,4.6
TCK-2026-04839,2026-02-24,2026-02,Medan,IPTV,Intermittent Connection,Low,Waiting Customer,120,,,SMB,false,
TCK-2026-04942,2026-02-24,2026-02,Jakarta,IPTV,Billing Related,Low,In Progress,119,,INC-2026-00882,SMB,false,
TCK-2026-04949,2026-02-24,2026-02,Surabaya,Voice,Internet Down,Low,In Progress,100,,,Residential,false,
TCK-2026-05092,2026-02-24,2026-02,Denpasar,Fiber Internet,Installation Delay,High,Closed,41,328,,Residential,false,4.6
TCK-2026-05290,2026-02-24,2026-02,Surabaya,Fiber Internet,Installation Delay,Medium,Resolved,47,376,,Public Sector,false,4.0
TCK-2026-00163,2026-02-25,2026-02,Makassar,Fiber Internet,Intermittent Connection,Medium,Open,90,,INC-2026-00715,Residential,false,
TCK-2026-00266,2026-02-25,2026-02,Balikpapan,Cloud Connectivity,Slow Connection,Low,Waiting Customer,128,,,Residential,false,
TCK-2026-00562,2026-02-25,2026-02,Jakarta,Cloud Connectivity,Enterprise SLA Complaint,Low,Resolved,124,939,INC-2026-00733,SMB,false,4.1
TCK-2026-00936,2026-02-25,2026-02,Makassar,Cloud Connectivity,Intermittent Connection,Medium,In Progress,91,,INC-2026-01586,Residential,false,
TCK-2026-00958,2026-02-25,2026-02,Palembang,Mobile Broadband,Slow Connection,Medium,Resolved,74,459,,Residential,false,4.1
TCK-2026-01399,2026-02-25,2026-02,Makassar,Fiber Internet,Installation Delay,Medium,Closed,76,564,INC-2026-00715,Residential,false,3.6
TCK-2026-01634,2026-02-25,2026-02,Makassar,Mobile Broadband,Internet Down,Medium,Resolved,87,598,,SMB,false,4.8
TCK-2026-01676,2026-02-25,2026-02,Makassar,Cloud Connectivity,Slow Connection,Low,Resolved,111,902,INC-2026-01586,Residential,false,3.1
TCK-2026-02494,2026-02-25,2026-02,Semarang,Enterprise VPN,Internet Down,Medium,Closed,49,455,INC-2026-00681,SMB,false,3.5
TCK-2026-02789,2026-02-25,2026-02,Semarang,IPTV,Router ONT Issue,Low,Waiting Customer,145,,INC-2026-02139,Residential,false,
TCK-2026-03317,2026-02-25,2026-02,Denpasar,Enterprise VPN,Intermittent Connection,Medium,Resolved,68,487,,SMB,false,3.6
TCK-2026-03422,2026-02-25,2026-02,Makassar,Fiber Internet,Billing Related,High,Waiting Customer,2,,INC-2026-00715,Public Sector,false,
TCK-2026-03655,2026-02-25,2026-02,Jakarta,Fiber Internet,Installation Delay,Low,In Progress,139,,,Residential,false,
TCK-2026-03709,2026-02-25,2026-02,Makassar,IPTV,Internet Down,High,Resolved,29,248,,Enterprise,false,2.6
TCK-2026-03836,2026-02-25,2026-02,Yogyakarta,Mobile Broadband,Slow Connection,Critical,In Progress,20,,,Residential,true,
TCK-2026-04053,2026-02-25,2026-02,Balikpapan,Mobile Broadband,Router ONT Issue,High,Resolved,33,297,,Residential,false,2.1
TCK-2026-04460,2026-02-25,2026-02,Semarang,Enterprise VPN,Slow Connection,Low,Open,111,,INC-2026-00681,Residential,false,
TCK-2026-00842,2026-02-26,2026-02,Yogyakarta,IPTV,Installation Delay,Critical,Closed,30,282,,Public Sector,false,4.0
TCK-2026-00900,2026-02-26,2026-02,Semarang,Enterprise VPN,Slow Connection,Medium,Closed,73,640,,SMB,false,4.2
TCK-2026-00973,2026-02-26,2026-02,Surabaya,Fiber Internet,Router ONT Issue,Medium,Open,72,,,Residential,false,
TCK-2026-01082,2026-02-26,2026-02,Yogyakarta,Mobile Broadband,Internet Down,Medium,In Progress,61,,,SMB,false,
TCK-2026-01339,2026-02-26,2026-02,Bandung,Voice,Router ONT Issue,Low,Closed,127,755,,Residential,false,4.3
TCK-2026-01352,2026-02-26,2026-02,Medan,Enterprise VPN,Enterprise SLA Complaint,Low,Resolved,129,835,,Residential,false,4.6
TCK-2026-01909,2026-02-26,2026-02,Balikpapan,Voice,Internet Down,High,Closed,38,178,INC-2026-01401,SMB,false,4.2
TCK-2026-02556,2026-02-26,2026-02,Palembang,Voice,Internet Down,Low,In Progress,132,,INC-2026-01365,SMB,false,
TCK-2026-03071,2026-02-26,2026-02,Semarang,Enterprise VPN,Billing Related,High,Resolved,75,134,,Enterprise,false,2.3
TCK-2026-03191,2026-02-26,2026-02,Surabaya,IPTV,Internet Down,Low,Resolved,111,859,,SMB,false,3.9
TCK-2026-03226,2026-02-26,2026-02,Balikpapan,Voice,Installation Delay,Low,Resolved,91,908,INC-2026-01401,Enterprise,false,3.8
TCK-2026-03861,2026-02-26,2026-02,Palembang,Voice,Billing Related,Medium,Resolved,57,542,INC-2026-01365,Enterprise,false,4.6
TCK-2026-04003,2026-02-26,2026-02,Semarang,Mobile Broadband,Intermittent Connection,Medium,Resolved,76,532,,Residential,false,3.8
TCK-2026-04128,2026-02-26,2026-02,Balikpapan,Fiber Internet,Internet Down,Medium,Resolved,32,599,,Residential,false,4.7
TCK-2026-04167,2026-02-26,2026-02,Denpasar,Mobile Broadband,Installation Delay,Medium,Open,83,,,Residential,false,
TCK-2026-04247,2026-02-26,2026-02,Surabaya,IPTV,Enterprise SLA Complaint,Low,Resolved,122,776,,Enterprise,false,3.8
TCK-2026-04549,2026-02-26,2026-02,Medan,IPTV,Router ONT Issue,High,Resolved,9,254,,Residential,false,3.0
TCK-2026-04993,2026-02-26,2026-02,Palembang,Voice,Router ONT Issue,Low,Waiting Customer,112,,INC-2026-01365,Enterprise,false,
TCK-2026-05286,2026-02-26,2026-02,Yogyakarta,Voice,Billing Related,Low,Waiting Customer,132,,,Public Sector,false,
TCK-2026-00101,2026-02-27,2026-02,Semarang,Voice,Billing Related,Medium,Open,86,,INC-2026-01377,Residential,false,
TCK-2026-00276,2026-02-27,2026-02,Semarang,Voice,Router ONT Issue,Critical,Closed,25,102,INC-2026-01377,Residential,true,3.1
TCK-2026-00416,2026-02-27,2026-02,Balikpapan,Mobile Broadband,Enterprise SLA Complaint,High,Closed,42,146,INC-2026-01679,SMB,false,3.6
TCK-2026-00787,2026-02-27,2026-02,Semarang,Voice,Router ONT Issue,Low,In Progress,104,,INC-2026-01377,Residential,false,
TCK-2026-01056,2026-02-27,2026-02,Yogyakarta,Fiber Internet,Billing Related,Medium,Open,60,,,Residential,false,
TCK-2026-01547,2026-02-27,2026-02,Denpasar,Fiber Internet,Enterprise SLA Complaint,High,Open,35,,INC-2026-01465,Residential,false,
TCK-2026-01725,2026-02-27,2026-02,Surabaya,Cloud Connectivity,Intermittent Connection,Low,Closed,106,957,INC-2026-00623,Residential,false,4.8
TCK-2026-01928,2026-02-27,2026-02,Balikpapan,Mobile Broadband,Enterprise SLA Complaint,Medium,Waiting Customer,87,,INC-2026-01679,Residential,false,
TCK-2026-02282,2026-02-27,2026-02,Surabaya,Fiber Internet,Enterprise SLA Complaint,Low,Closed,131,864,INC-2026-00099,SMB,false,4.2
TCK-2026-02913,2026-02-27,2026-02,Semarang,Voice,Enterprise SLA Complaint,Medium,Resolved,72,708,INC-2026-01377,Enterprise,false,4.0
TCK-2026-03231,2026-02-27,2026-02,Balikpapan,Mobile Broadband,Enterprise SLA Complaint,Low,In Progress,141,,,Public Sector,false,
TCK-2026-03432,2026-02-27,2026-02,Palembang,IPTV,Enterprise SLA Complaint,Medium,Open,94,,,Residential,false,
TCK-2026-03685,2026-02-27,2026-02,Jakarta,Fiber Internet,Router ONT Issue,High,Resolved,36,242,INC-2026-00564,Enterprise,false,2.3
TCK-2026-03687,2026-02-27,2026-02,Denpasar,Fiber Internet,Billing Related,High,Resolved,77,293,INC-2026-01465,SMB,false,4.9
TCK-2026-03736,2026-02-27,2026-02,Medan,Voice,Enterprise SLA Complaint,Medium,Closed,84,475,,Enterprise,false,3.7
TCK-2026-03970,2026-02-27,2026-02,Semarang,Voice,Installation Delay,Low,Resolved,130,759,,SMB,false,3.5
TCK-2026-04114,2026-02-27,2026-02,Semarang,Voice,Slow Connection,Medium,Closed,74,474,INC-2026-01377,SMB,true,4.5
TCK-2026-04149,2026-02-27,2026-02,Jakarta,Fiber Internet,Internet Down,Medium,Resolved,83,487,INC-2026-00564,Residential,false,3.2
TCK-2026-04285,2026-02-27,2026-02,Jakarta,Fiber Internet,Internet Down,Medium,Resolved,70,431,INC-2026-00564,Residential,true,4.8
TCK-2026-04490,2026-02-27,2026-02,Balikpapan,Mobile Broadband,Router ONT Issue,Medium,Open,89,,INC-2026-01679,Residential,false,
TCK-2026-04554,2026-02-27,2026-02,Semarang,Voice,Intermittent Connection,Medium,Resolved,86,366,INC-2026-01377,Enterprise,false,3.9
TCK-2026-04589,2026-02-27,2026-02,Palembang,Enterprise VPN,Internet Down,Medium,Resolved,57,392,,SMB,false,4.8
TCK-2026-04946,2026-02-27,2026-02,Surabaya,Fiber Internet,Internet Down,Medium,Resolved,53,528,INC-2026-00099,Residential,false,4.2
TCK-2026-05012,2026-02-27,2026-02,Balikpapan,Fiber Internet,Enterprise SLA Complaint,Low,Resolved,130,909,INC-2026-00256,SMB,false,3.5
TCK-2026-00362,2026-02-28,2026-02,Surabaya,Voice,Router ONT Issue,Critical,Open,7,,,Residential,false,
TCK-2026-01051,2026-02-28,2026-02,Semarang,IPTV,Billing Related,High,Closed,50,212,,Residential,false,3.5
TCK-2026-01195,2026-02-28,2026-02,Makassar,Mobile Broadband,Router ONT Issue,High,Waiting Customer,13,,,Residential,false,
TCK-2026-01345,2026-02-28,2026-02,Semarang,IPTV,Intermittent Connection,High,Closed,31,124,,Enterprise,false,3.2
TCK-2026-01439,2026-02-28,2026-02,Medan,Mobile Broadband,Internet Down,Low,Open,127,,INC-2026-01516,SMB,false,
