timestamp,date,month,region,site_id,service_type,latency_ms,packet_loss_rate,jitter_ms,bandwidth_utilization,availability_percentage,quality_score
2026-03-05T06:00:00,2026-03-05,2026-03,Medan,SITE-0024,Voice,36.33,0.797,4.17,72.06,98.952,84.64
2026-03-05T12:00:00,2026-03-05,2026-03,Makassar,SITE-0025,IPTV,35.48,0.221,8.92,66.66,99.211,86.94
2026-03-05T00:00:00,2026-03-05,2026-03,Semarang,SITE-0026,Enterprise VPN,18.14,0.915,4.48,59.87,98.136,84.36
2026-03-05T18:00:00,2026-03-05,2026-03,Yogyakarta,SITE-0027,IPTV,32.01,0.504,8.64,61.37,99.142,85.46
2026-03-05T12:00:00,2026-03-05,2026-03,Denpasar,SITE-0028,Voice,23.39,0.082,9.5,68.43,99.336,89.91
2026-03-05T12:00:00,2026-03-05,2026-03,Palembang,SITE-0029,Voice,24.0,0.786,4.45,65.64,98.331,84.94
2026-03-05T06:00:00,2026-03-05,2026-03,Balikpapan,SITE-0030,Enterprise VPN,14.04,0.497,8.63,62.13,99.456,88.75
2026-03-05T06:00:00,2026-03-05,2026-03,Jakarta,SITE-0031,Cloud Connectivity,10.3,0.137,4.91,72.2,98.429,92.64
2026-03-05T18:00:00,2026-03-05,2026-03,Bandung,SITE-0032,Enterprise VPN,40.24,0.185,6.64,60.89,99.55,87.62
2026-03-05T12:00:00,2026-03-05,2026-03,Surabaya,SITE-0033,Voice,22.13,0.0,7.82,65.81,99.003,91.72
2026-03-05T18:00:00,2026-03-05,2026-03,Medan,SITE-0034,Mobile Broadband,6.23,0.039,2.95,48.3,98.731,96.14
2026-03-05T18:00:00,2026-03-05,2026-03,Makassar,SITE-0035,Mobile Broadband,23.89,0.433,1.39,48.0,99.003,91.47
2026-03-05T18:00:00,2026-03-05,2026-03,Semarang,SITE-0036,Enterprise VPN,5.0,0.117,5.27,82.6,99.679,91.85
2026-03-05T12:00:00,2026-03-05,2026-03,Yogyakarta,SITE-0037,Cloud Connectivity,28.46,0.321,4.98,52.1,99.99,89.57
2026-03-05T12:00:00,2026-03-05,2026-03,Denpasar,SITE-0038,Enterprise VPN,24.8,0.544,6.0,65.93,99.032,87.88
2026-03-05T00:00:00,2026-03-05,2026-03,Palembang,SITE-0039,IPTV,28.76,0.136,5.67,58.93,98.912,90.35
2026-03-05T00:00:00,2026-03-05,2026-03,Balikpapan,SITE-0040,Voice,39.15,0.082,2.66,65.28,99.283,90.83
2026-03-05T00:00:00,2026-03-05,2026-03,Jakarta,SITE-0041,Cloud Connectivity,27.46,0.372,10.84,64.98,99.99,86.12
2026-03-05T18:00:00,2026-03-05,2026-03,Bandung,SITE-0042,Voice,32.95,0.295,10.88,69.06,99.028,85.72
2026-03-05T00:00:00,2026-03-05,2026-03,Surabaya,SITE-0043,Cloud Connectivity,28.3,0.468,0.5,67.83,99.173,90.89
2026-03-05T18:00:00,2026-03-05,2026-03,Medan,SITE-0044,Cloud Connectivity,31.43,0.519,6.63,48.45,99.227,86.54
2026-03-05T00:00:00,2026-03-05,2026-03,Makassar,SITE-0045,Fiber Internet,31.96,0.286,7.01,54.03,97.765,84.4
2026-03-05T06:00:00,2026-03-05,2026-03,Semarang,SITE-0046,Cloud Connectivity,21.14,0.519,7.76,60.76,99.737,87.77
2026-03-05T12:00:00,2026-03-05,2026-03,Yogyakarta,SITE-0047,Mobile Broadband,46.99,1.344,0.5,57.55,99.704,80.51
2026-03-05T06:00:00,2026-03-05,2026-03,Denpasar,SITE-0048,Voice,23.61,0.465,9.62,73.5,98.563,85.43
2026-03-05T18:00:00,2026-03-05,2026-03,Palembang,SITE-0049,IPTV,35.3,0.469,1.54,62.57,99.152,89.05
2026-03-05T18:00:00,2026-03-05,2026-03,Balikpapan,SITE-0050,Cloud Connectivity,41.58,0.2,14.06,56.23,98.279,81.02
2026-03-12T18:00:00,2026-03-12,2026-03,Jakarta,SITE-0001,IPTV,81.16,2.458,22.54,95.16,96.773,37.57
2026-03-12T18:00:00,2026-03-12,2026-03,Bandung,SITE-0002,Mobile Broadband,28.2,0.253,3.42,75.15,99.128,90.95
2026-03-12T18:00:00,2026-03-12,2026-03,Surabaya,SITE-0003,Fiber Internet,41.28,0.553,3.82,56.21,99.99,86.05
2026-03-12T00:00:00,2026-03-12,2026-03,Medan,SITE-0004,IPTV,28.38,0.755,3.04,58.19,99.941,87.18
2026-03-12T18:00:00,2026-03-12,2026-03,Makassar,SITE-0005,Fiber Internet,22.12,0.719,5.09,46.27,98.775,86.8
2026-03-12T00:00:00,2026-03-12,2026-03,Semarang,SITE-0006,Cloud Connectivity,39.28,0.287,5.97,51.33,98.138,84.76
2026-03-12T00:00:00,2026-03-12,2026-03,Yogyakarta,SITE-0007,IPTV,21.52,0.213,3.48,70.08,98.998,92.5
2026-03-12T12:00:00,2026-03-12,2026-03,Denpasar,SITE-0008,Fiber Internet,25.03,0.248,6.85,60.03,99.674,89.74
2026-03-12T00:00:00,2026-03-12,2026-03,Palembang,SITE-0009,IPTV,20.08,0.196,3.37,62.81,99.757,92.96
2026-03-12T18:00:00,2026-03-12,2026-03,Balikpapan,SITE-0010,Cloud Connectivity,24.15,0.152,6.82,63.8,98.713,89.82
2026-03-12T18:00:00,2026-03-12,2026-03,Jakarta,SITE-0011,Cloud Connectivity,71.26,1.717,16.63,98.0,95.978,44.88
2026-03-12T12:00:00,2026-03-12,2026-03,Bandung,SITE-0012,Fiber Internet,32.23,0.414,9.08,60.29,99.101,85.9
2026-03-12T06:00:00,2026-03-12,2026-03,Surabaya,SITE-0013,Mobile Broadband,38.3,0.636,13.27,60.79,99.095,80.72
2026-03-12T18:00:00,2026-03-12,2026-03,Medan,SITE-0014,Voice,38.18,0.0,3.37,57.16,99.2,91.27
2026-03-12T12:00:00,2026-03-12,2026-03,Makassar,SITE-0015,Mobile Broadband,5.0,0.093,7.06,59.84,99.54,94.47
2026-03-12T00:00:00,2026-03-12,2026-03,Semarang,SITE-0016,Enterprise VPN,34.88,0.848,9.34,55.58,99.09,81.8
2026-03-12T18:00:00,2026-03-12,2026-03,Yogyakarta,SITE-0017,IPTV,26.85,0.498,7.05,78.12,99.282,85.9
2026-03-12T00:00:00,2026-03-12,2026-03,Denpasar,SITE-0018,Cloud Connectivity,14.24,1.059,5.34,59.19,97.84,82.55
2026-03-12T12:00:00,2026-03-12,2026-03,Palembang,SITE-0019,Enterprise VPN,44.55,0.134,0.5,56.12,99.364,90.64
2026-03-12T12:00:00,2026-03-12,2026-03,Balikpapan,SITE-0020,Mobile Broadband,24.01,0.0,0.5,67.71,98.895,95.09
2026-03-12T18:00:00,2026-03-12,2026-03,Jakarta,SITE-0021,Enterprise VPN,69.92,2.202,15.21,88.28,96.162,46.94
2026-03-12T18:00:00,2026-03-12,2026-03,Bandung,SITE-0022,Mobile Broadband,29.97,0.238,4.98,58.13,99.81,89.96
2026-03-12T18:00:00,2026-03-12,2026-03,Surabaya,SITE-0023,Cloud Connectivity,32.89,0.0,0.82,46.31,99.99,93.63
2026-03-12T18:00:00,2026-03-12,2026-03,Medan,SITE-0024,Voice,39.66,0.19,3.53,63.55,98.457,87.77
2026-03-12T06:00:00,2026-03-12,2026-03,Makassar,SITE-0025,IPTV,38.68,0.547,4.55,45.97,99.99,86.16
2026-03-12T18:00:00,2026-03-12,2026-03,Semarang,SITE-0026,Enterprise VPN,36.19,0.823,1.6,67.32,99.194,86.02
2026-03-12T18:00:00,2026-03-12,2026-03,Yogyakarta,SITE-0027,IPTV,21.2,0.328,4.73,62.1,98.07,88.17
2026-03-12T18:00:00,2026-03-12,2026-03,Denpasar,SITE-0028,Voice,28.37,0.347,2.14,60.97,99.37,90.95
2026-03-12T06:00:00,2026-03-12,2026-03,Palembang,SITE-0029,Voice,29.24,0.347,4.98,46.32,99.99,89.22
2026-03-12T06:00:00,2026-03-12,2026-03,Balikpapan,SITE-0030,Enterprise VPN,8.79,0.537,1.38,56.04,97.217,88.02
2026-03-12T00:00:00,2026-03-12,2026-03,Jakarta,SITE-0031,Cloud Connectivity,56.33,2.132,19.37,77.26,96.863,54.72
2026-03-12T18:00:00,2026-03-12,2026-03,Bandung,SITE-0032,Enterprise VPN,32.04,0.274,6.92,62.9,99.296,88.24
2026-03-12T06:00:00,2026-03-12,2026-03,Surabaya,SITE-0033,Voice,23.69,0.166,7.27,73.98,99.363,90.41
2026-03-12T06:00:00,2026-03-12,2026-03,Medan,SITE-0034,Mobile Broadband,26.56,0.375,3.71,58.27,98.437,88.49
2026-03-12T18:00:00,2026-03-12,2026-03,Makassar,SITE-0035,Mobile Broadband,20.28,0.676,1.21,58.03,99.962,90.28
2026-03-12T06:00:00,2026-03-12,2026-03,Semarang,SITE-0036,Enterprise VPN,30.52,0.509,0.5,50.87,99.697,90.16
2026-03-12T18:00:00,2026-03-12,2026-03,Yogyakarta,SITE-0037,Cloud Connectivity,26.02,0.159,9.14,65.48,98.833,88.52
2026-03-12T06:00:00,2026-03-12,2026-03,Denpasar,SITE-0038,Enterprise VPN,35.76,0.782,2.54,67.05,98.953,85.77
2026-03-12T06:00:00,2026-03-12,2026-03,Palembang,SITE-0039,IPTV,36.1,0.563,2.3,35.38,98.732,86.93
2026-03-12T06:00:00,2026-03-12,2026-03,Balikpapan,SITE-0040,Voice,21.02,0.0,8.76,70.09,98.484,89.85
2026-03-12T06:00:00,2026-03-12,2026-03,Jakarta,SITE-0041,Cloud Connectivity,59.37,1.817,25.46,69.75,97.19,55.34
2026-03-12T12:00:00,2026-03-12,2026-03,Bandung,SITE-0042,Voice,29.26,0.52,7.42,61.58,99.152,86.49
2026-03-12T18:00:00,2026-03-12,2026-03,Surabaya,SITE-0043,Cloud Connectivity,11.42,0.075,9.38,68.73,99.004,92.18
2026-03-12T18:00:00,2026-03-12,2026-03,Medan,SITE-0044,Cloud Connectivity,37.8,0.441,7.18,55.04,99.453,85.72
2026-03-12T18:00:00,2026-03-12,2026-03,Makassar,SITE-0045,Fiber Internet,30.25,0.598,9.16,65.82,98.681,83.77
2026-03-12T06:00:00,2026-03-12,2026-03,Semarang,SITE-0046,Cloud Connectivity,33.38,0.791,10.16,49.71,98.835,81.58
2026-03-12T06:00:00,2026-03-12,2026-03,Yogyakarta,SITE-0047,Mobile Broadband,29.3,0.993,4.18,57.7,99.921,84.48
2026-03-12T06:00:00,2026-03-12,2026-03,Denpasar,SITE-0048,Voice,24.5,0.393,7.72,68.45,98.647,87.14
2026-03-12T00:00:00,2026-03-12,2026-03,Palembang,SITE-0049,IPTV,9.11,0.496,6.98,51.67,99.018,90.55
2026-03-12T00:00:00,2026-03-12,2026-03,Balikpapan,SITE-0050,Cloud Connectivity,23.39,0.657,2.63,69.98,99.99,89.09
2026-03-19T12:00:00,2026-03-19,2026-03,Jakarta,SITE-0001,IPTV,67.24,2.561,17.91,86.07,95.76,42.86
2026-03-19T12:00:00,2026-03-19,2026-03,Bandung,SITE-0002,Mobile Broadband,9.93,0.083,11.08,48.02,98.735,90.66
2026-03-19T00:00:00,2026-03-19,2026-03,Surabaya,SITE-0003,Fiber Internet,40.09,0.197,0.86,57.09,99.379,90.74
2026-03-19T12:00:00,2026-03-19,2026-03,Medan,SITE-0004,IPTV,47.21,0.417,0.5,57.97,98.87,87.5
2026-03-19T12:00:00,2026-03-19,2026-03,Makassar,SITE-0005,Fiber Internet,34.86,0.216,12.2,73.74,99.776,85.29
2026-03-19T12:00:00,2026-03-19,2026-03,Semarang,SITE-0006,Cloud Connectivity,26.66,0.423,1.63,55.63,99.99,90.92
2026-03-19T12:00:00,2026-03-19,2026-03,Yogyakarta,SITE-0007,IPTV,19.88,0.725,9.96,77.77,99.99,83.9
2026-03-19T00:00:00,2026-03-19,2026-03,Denpasar,SITE-0008,Fiber Internet,21.24,0.0,3.98,77.69,98.727,91.96
2026-03-19T18:00:00,2026-03-19,2026-03,Palembang,SITE-0009,IPTV,20.76,0.32,13.72,64.13,98.809,85.58
2026-03-19T12:00:00,2026-03-19,2026-03,Balikpapan,SITE-0010,Cloud Connectivity,19.23,0.516,3.42,68.86,99.469,90.53
2026-03-19T18:00:00,2026-03-19,2026-03,Jakarta,SITE-0011,Cloud Connectivity,58.31,2.056,16.4,95.83,96.39,46.84
2026-03-19T06:00:00,2026-03-19,2026-03,Bandung,SITE-0012,Fiber Internet,24.36,0.379,8.27,75.74,98.848,87.25
2026-03-19T06:00:00,2026-03-19,2026-03,Surabaya,SITE-0013,Mobile Broadband,23.73,0.145,3.34,67.1,99.681,92.73
2026-03-19T00:00:00,2026-03-19,2026-03,Medan,SITE-0014,Voice,47.3,0.055,5.84,67.3,99.453,87.84
2026-03-19T18:00:00,2026-03-19,2026-03,Makassar,SITE-0015,Mobile Broadband,15.96,0.718,0.94,60.38,99.089,90.86
2026-03-19T06:00:00,2026-03-19,2026-03,Semarang,SITE-0016,Enterprise VPN,59.82,0.369,2.48,59.25,98.224,82.58
2026-03-19T18:00:00,2026-03-19,2026-03,Yogyakarta,SITE-0017,IPTV,24.57,0.039,10.59,50.31,99.717,89.44
2026-03-19T00:00:00,2026-03-19,2026-03,Denpasar,SITE-0018,Cloud Connectivity,26.62,0.418,15.4,75.42,99.99,83.21
2026-03-19T00:00:00,2026-03-19,2026-03,Palembang,SITE-0019,Enterprise VPN,18.98,0.365,4.03,79.76,98.97,89.22
2026-03-19T18:00:00,2026-03-19,2026-03,Balikpapan,SITE-0020,Mobile Broadband,16.75,0.53,0.5,72.18,99.346,92.47
2026-03-19T00:00:00,2026-03-19,2026-03,Jakarta,SITE-0021,Enterprise VPN,95.35,2.349,19.14,91.46,96.863,39.7
2026-03-19T00:00:00,2026-03-19,2026-03,Bandung,SITE-0022,Mobile Broadband,31.02,0.109,7.07,75.87,98.487,87.73
2026-03-19T12:00:00,2026-03-19,2026-03,Surabaya,SITE-0023,Cloud Connectivity,13.7,0.816,6.56,50.27,99.974,87.4
2026-03-19T06:00:00,2026-03-19,2026-03,Medan,SITE-0024,Voice,28.22,0.593,5.69,63.25,98.408,85.27
2026-03-19T06:00:00,2026-03-19,2026-03,Makassar,SITE-0025,IPTV,33.89,0.286,0.66,67.6,98.828,90.74
2026-03-19T06:00:00,2026-03-19,2026-03,Semarang,SITE-0026,Enterprise VPN,18.05,0.227,7.43,61.46,99.99,90.85
2026-03-19T18:00:00,2026-03-19,2026-03,Yogyakarta,SITE-0027,IPTV,34.62,0.302,3.45,55.61,99.344,89.46
2026-03-19T18:00:00,2026-03-19,2026-03,Denpasar,SITE-0028,Voice,8.78,0.399,0.5,52.74,99.108,94.95
2026-03-19T06:00:00,2026-03-19,2026-03,Palembang,SITE-0029,Voice,39.77,0.601,9.62,66.48,98.514,81.29
2026-03-19T00:00:00,2026-03-19,2026-03,Balikpapan,SITE-0030,Enterprise VPN,13.37,0.354,0.5,59.26,99.668,94.48
2026-03-19T12:00:00,2026-03-19,2026-03,Jakarta,SITE-0031,Cloud Connectivity,65.83,1.91,13.16,92.37,95.966,48.71
2026-03-19T18:00:00,2026-03-19,2026-03,Bandung,SITE-0032,Enterprise VPN,14.35,0.85,1.83,68.82,98.967,89.51
2026-03-19T18:00:00,2026-03-19,2026-03,Surabaya,SITE-0033,Voice,38.09,0.0,0.5,60.4,99.99,92.87
2026-03-19T06:00:00,2026-03-19,2026-03,Medan,SITE-0034,Mobile Broadband,24.95,0.251,7.86,60.87,98.87,88.79
2026-03-19T12:00:00,2026-03-19,2026-03,Makassar,SITE-0035,Mobile Broadband,22.35,0.57,7.47,55.95,98.83,86.8
2026-03-19T06:00:00,2026-03-19,2026-03,Semarang,SITE-0036,Enterprise VPN,29.21,0.0,1.11,59.02,98.225,91.81
2026-03-19T00:00:00,2026-03-19,2026-03,Yogyakarta,SITE-0037,Cloud Connectivity,15.57,0.34,1.88,49.58,99.492,93.45
2026-03-19T00:00:00,2026-03-19,2026-03,Denpasar,SITE-0038,Enterprise VPN,28.01,0.695,5.12,67.74,98.257,84.35
2026-03-19T12:00:00,2026-03-19,2026-03,Palembang,SITE-0039,IPTV,50.21,0.42,3.58,75.73,99.136,85.3
2026-03-19T12:00:00,2026-03-19,2026-03,Balikpapan,SITE-0040,Voice,44.08,0.61,8.51,54.1,99.791,82.5
2026-03-19T00:00:00,2026-03-19,2026-03,Jakarta,SITE-0041,Cloud Connectivity,57.68,2.859,20.96,97.43,96.165,36.61
2026-03-19T06:00:00,2026-03-19,2026-03,Bandung,SITE-0042,Voice,35.83,0.322,7.63,68.96,98.791,86.15
2026-03-19T00:00:00,2026-03-19,2026-03,Surabaya,SITE-0043,Cloud Connectivity,29.0,0.768,1.72,55.64,99.99,87.69
2026-03-19T00:00:00,2026-03-19,2026-03,Medan,SITE-0044,Cloud Connectivity,37.76,0.649,5.62,51.23,99.012,84.92
2026-03-19T06:00:00,2026-03-19,2026-03,Makassar,SITE-0045,Fiber Internet,30.39,0.313,5.58,53.4,99.024,88.96
2026-03-19T00:00:00,2026-03-19,2026-03,Semarang,SITE-0046,Cloud Connectivity,41.7,0.214,1.84,57.38,99.99,89.77
2026-03-19T18:00:00,2026-03-19,2026-03,Yogyakarta,SITE-0047,Mobile Broadband,26.37,0.0,7.91,60.49,98.666,89.9
2026-03-19T12:00:00,2026-03-19,2026-03,Denpasar,SITE-0048,Voice,23.71,0.176,3.85,59.67,98.814,91.65
2026-03-19T12:00:00,2026-03-19,2026-03,Palembang,SITE-0049,IPTV,31.43,0.42,4.76,67.88,98.751,87.62
2026-03-19T12:00:00,2026-03-19,2026-03,Balikpapan,SITE-0050,Cloud Connectivity,34.64,0.608,5.98,60.43,98.592,84.39
2026-03-26T00:00:00,2026-03-26,2026-03,Jakarta,SITE-0001,IPTV,81.33,1.854,22.07,90.96,96.682,44.25
2026-03-26T06:00:00,2026-03-26,2026-03,Bandung,SITE-0002,Mobile Broadband,15.32,0.42,7.96,80.01,99.058,87.25
2026-03-26T12:00:00,2026-03-26,2026-03,Surabaya,SITE-0003,Fiber Internet,5.0,0.0,2.18,61.26,98.576,96.63
2026-03-26T06:00:00,2026-03-26,2026-03,Medan,SITE-0004,IPTV,29.74,0.603,9.81,55.89,99.253,84.42
2026-03-26T06:00:00,2026-03-26,2026-03,Makassar,SITE-0005,Fiber Internet,18.75,0.0,8.84,67.34,99.844,91.76
2026-03-26T18:00:00,2026-03-26,2026-03,Semarang,SITE-0006,Cloud Connectivity,38.42,0.225,1.0,51.86,99.631,90.73
2026-03-26T18:00:00,2026-03-26,2026-03,Yogyakarta,SITE-0007,IPTV,12.5,0.433,7.25,64.94,99.573,90.3
2026-03-26T12:00:00,2026-03-26,2026-03,Denpasar,SITE-0008,Fiber Internet,19.51,0.766,9.1,75.49,99.392,85.13
2026-03-26T06:00:00,2026-03-26,2026-03,Palembang,SITE-0009,IPTV,39.05,0.308,15.54,63.99,98.957,81.83
2026-03-26T12:00:00,2026-03-26,2026-03,Balikpapan,SITE-0010,Cloud Connectivity,15.81,0.275,4.79,59.75,99.189,92.32
2026-03-26T00:00:00,2026-03-26,2026-03,Jakarta,SITE-0011,Cloud Connectivity,73.37,1.661,19.61,87.01,96.834,50.82
2026-03-26T00:00:00,2026-03-26,2026-03,Bandung,SITE-0012,Fiber Internet,32.88,0.652,1.08,53.84,99.128,88.27
2026-03-26T00:00:00,2026-03-26,2026-03,Surabaya,SITE-0013,Mobile Broadband,38.71,0.417,0.53,58.09,98.822,88.87
2026-03-26T18:00:00,2026-03-26,2026-03,Medan,SITE-0014,Voice,15.02,0.616,4.99,57.77,98.576,88.36
2026-03-26T18:00:00,2026-03-26,2026-03,Makassar,SITE-0015,Mobile Broadband,22.63,0.882,5.96,77.38,98.523,83.09
2026-03-26T06:00:00,2026-03-26,2026-03,Semarang,SITE-0016,Enterprise VPN,16.38,0.0,13.4,71.79,98.963,89.57
2026-03-26T06:00:00,2026-03-26,2026-03,Yogyakarta,SITE-0017,IPTV,38.9,0.667,8.14,68.94,99.769,83.18
2026-03-26T06:00:00,2026-03-26,2026-03,Denpasar,SITE-0018,Cloud Connectivity,54.54,0.166,2.7,44.86,99.585,87.37
2026-03-26T06:00:00,2026-03-26,2026-03,Palembang,SITE-0019,Enterprise VPN,31.6,0.337,6.65,62.94,98.584,86.71
2026-03-26T06:00:00,2026-03-26,2026-03,Balikpapan,SITE-0020,Mobile Broadband,33.83,0.687,3.4,69.28,99.99,86.55
2026-03-26T18:00:00,2026-03-26,2026-03,Jakarta,SITE-0021,Enterprise VPN,83.28,2.066,12.84,79.31,96.489,51.94
2026-03-26T06:00:00,2026-03-26,2026-03,Bandung,SITE-0022,Mobile Broadband,16.54,0.341,6.06,49.87,98.83,90.45
2026-03-26T18:00:00,2026-03-26,2026-03,Surabaya,SITE-0023,Cloud Connectivity,30.09,0.921,8.34,62.38,99.99,82.63
2026-03-26T18:00:00,2026-03-26,2026-03,Medan,SITE-0024,Voice,25.42,0.78,6.74,60.76,99.626,85.48
2026-03-26T12:00:00,2026-03-26,2026-03,Makassar,SITE-0025,IPTV,25.64,1.319,10.58,64.9,99.633,79.01
2026-03-26T18:00:00,2026-03-26,2026-03,Semarang,SITE-0026,Enterprise VPN,29.09,0.726,9.99,66.92,99.982,83.46
2026-03-26T18:00:00,2026-03-26,2026-03,Yogyakarta,SITE-0027,IPTV,47.36,0.37,9.71,63.42,99.26,83.18
2026-03-26T06:00:00,2026-03-26,2026-03,Denpasar,SITE-0028,Voice,23.38,0.42,7.57,53.69,97.8,84.67
2026-03-26T12:00:00,2026-03-26,2026-03,Palembang,SITE-0029,Voice,11.71,0.735,7.66,54.95,99.311,87.79
2026-03-26T18:00:00,2026-03-26,2026-03,Balikpapan,SITE-0030,Enterprise VPN,37.45,0.608,2.52,52.01,99.148,87.01
2026-03-26T18:00:00,2026-03-26,2026-03,Jakarta,SITE-0031,Cloud Connectivity,61.08,2.009,16.07,75.04,96.793,57.45
2026-03-26T12:00:00,2026-03-26,2026-03,Bandung,SITE-0032,Enterprise VPN,33.69,0.0,13.46,61.01,98.488,85.0
2026-03-26T00:00:00,2026-03-26,2026-03,Surabaya,SITE-0033,Voice,33.75,0.474,1.54,66.14,99.023,89.29
2026-03-26T06:00:00,2026-03-26,2026-03,Medan,SITE-0034,Mobile Broadband,19.79,0.578,8.88,64.84,98.617,85.78
2026-03-26T06:00:00,2026-03-26,2026-03,Makassar,SITE-0035,Mobile Broadband,49.47,1.092,4.9,67.17,99.13,79.67
2026-03-26T00:00:00,2026-03-26,2026-03,Semarang,SITE-0036,Enterprise VPN,19.29,0.491,1.42,43.42,99.0,91.82
2026-03-26T12:00:00,2026-03-26,2026-03,Yogyakarta,SITE-0037,Cloud Connectivity,37.6,0.614,3.6,40.9,99.99,86.34
2026-03-26T12:00:00,2026-03-26,2026-03,Denpasar,SITE-0038,Enterprise VPN,49.16,0.0,3.53,53.79,99.729,89.21
2026-03-26T06:00:00,2026-03-26,2026-03,Palembang,SITE-0039,IPTV,18.65,0.945,4.07,54.12,98.336,84.85
2026-03-26T12:00:00,2026-03-26,2026-03,Balikpapan,SITE-0040,Voice,18.7,0.934,2.34,35.94,99.505,87.88
2026-03-26T06:00:00,2026-03-26,2026-03,Jakarta,SITE-0041,Cloud Connectivity,66.69,1.918,23.84,83.07,97.362,51.0
2026-03-26T12:00:00,2026-03-26,2026-03,Bandung,SITE-0042,Voice,19.03,0.587,0.5,48.69,99.31,91.6
2026-03-26T18:00:00,2026-03-26,2026-03,Surabaya,SITE-0043,Cloud Connectivity,23.32,0.663,1.46,62.07,98.487,88.15
2026-03-26T06:00:00,2026-03-26,2026-03,Medan,SITE-0044,Cloud Connectivity,37.46,0.544,0.5,52.35,99.393,88.63
2026-03-26T12:00:00,2026-03-26,2026-03,Makassar,SITE-0045,Fiber Internet,38.97,0.966,3.76,64.36,99.548,83.19
2026-03-26T00:00:00,2026-03-26,2026-03,Semarang,SITE-0046,Cloud Connectivity,26.76,0.594,3.79,63.55,98.899,88.05
2026-03-26T00:00:00,2026-03-26,2026-03,Yogyakarta,SITE-0047,Mobile Broadband,24.44,0.0,5.5,47.99,98.278,90.41
2026-03-26T00:00:00,2026-03-26,2026-03,Denpasar,SITE-0048,Voice,47.13,0.744,3.41,51.72,99.099,83.69
2026-03-26T00:00:00,2026-03-26,2026-03,Palembang,SITE-0049,IPTV,27.73,0.536,8.44,79.14,99.021,84.21
2026-03-26T00:00:00,2026-03-26,2026-03,Balikpapan,SITE-0050,Cloud Connectivity,21.17,0.25,6.77,56.86,99.424,90.46
2026-04-02T00:00:00,2026-04-02,2026-04,Jakarta,SITE-0001,IPTV,18.78,0.195,6.32,63.05,99.99,91.59
2026-04-02T06:00:00,2026-04-02,2026-04,Bandung,SITE-0002,Mobile Broadband,49.07,0.209,4.27,65.45,99.051,87.15
2026-04-02T06:00:00,2026-04-02,2026-04,Surabaya,SITE-0003,Fiber Internet,20.99,0.244,4.85,75.42,99.484,91.41
2026-04-02T12:00:00,2026-04-02,2026-04,Medan,SITE-0004,IPTV,27.12,0.589,2.33,60.11,99.987,89.13
2026-04-02T00:00:00,2026-04-02,2026-04,Makassar,SITE-0005,Fiber Internet,17.93,0.511,3.98,80.51,98.448,86.36
2026-04-02T12:00:00,2026-04-02,2026-04,Semarang,SITE-0006,Cloud Connectivity,6.75,0.667,10.17,58.38,99.99,87.86
2026-04-02T06:00:00,2026-04-02,2026-04,Yogyakarta,SITE-0007,IPTV,36.05,0.6,5.62,55.02,98.648,84.56
2026-04-02T12:00:00,2026-04-02,2026-04,Denpasar,SITE-0008,Fiber Internet,28.76,0.305,5.26,60.76,99.06,89.49
2026-04-02T12:00:00,2026-04-02,2026-04,Palembang,SITE-0009,IPTV,34.58,0.612,0.56,57.89,99.112,88.57
2026-04-02T00:00:00,2026-04-02,2026-04,Balikpapan,SITE-0010,Cloud Connectivity,10.91,0.115,0.5,57.49,98.625,95.71
2026-04-02T06:00:00,2026-04-02,2026-04,Jakarta,SITE-0011,Cloud Connectivity,32.34,0.351,8.92,64.96,99.094,86.46
2026-04-02T12:00:00,2026-04-02,2026-04,Bandung,SITE-0012,Fiber Internet,19.59,0.34,2.18,71.11,99.239,92.56
2026-04-02T06:00:00,2026-04-02,2026-04,Surabaya,SITE-0013,Mobile Broadband,40.29,1.095,4.12,73.21,98.381,79.87
2026-04-02T00:00:00,2026-04-02,2026-04,Medan,SITE-0014,Voice,26.81,0.233,3.34,66.03,99.779,91.47
2026-04-02T12:00:00,2026-04-02,2026-04,Makassar,SITE-0015,Mobile Broadband,29.14,0.376,7.73,69.13,98.649,86.44
2026-04-02T12:00:00,2026-04-02,2026-04,Semarang,SITE-0016,Enterprise VPN,43.58,0.108,2.48,65.01,98.66,88.91
2026-04-02T00:00:00,2026-04-02,2026-04,Yogyakarta,SITE-0017,IPTV,18.34,0.68,9.74,42.6,99.99,85.9
2026-04-02T12:00:00,2026-04-02,2026-04,Denpasar,SITE-0018,Cloud Connectivity,16.48,0.818,9.66,69.54,99.978,85.18
2026-04-02T06:00:00,2026-04-02,2026-04,Palembang,SITE-0019,Enterprise VPN,15.33,0.036,4.36,53.55,99.611,94.56
2026-04-02T06:00:00,2026-04-02,2026-04,Balikpapan,SITE-0020,Mobile Broadband,17.6,0.0,15.01,60.18,99.777,88.57
2026-04-02T18:00:00,2026-04-02,2026-04,Jakarta,SITE-0021,Enterprise VPN,30.21,0.878,10.46,69.2,98.212,79.42
2026-04-02T12:00:00,2026-04-02,2026-04,Bandung,SITE-0022,Mobile Broadband,23.6,0.372,3.91,65.51,99.99,90.62
2026-04-02T18:00:00,2026-04-02,2026-04,Surabaya,SITE-0023,Cloud Connectivity,26.82,0.413,2.09,58.92,98.381,88.87
2026-04-02T00:00:00,2026-04-02,2026-04,Medan,SITE-0024,Voice,37.96,0.515,6.56,55.58,99.005,85.44
