date,month,region,total_sites,active_incidents,critical_incidents,open_tickets,affected_customers,sla_achievement,avg_latency_ms,packet_loss_rate,technician_utilization,customer_satisfaction
2026-07-23,2026-07,Jakarta,25,8,0,109,22,98.42,36.67,0.346,66.69,4.19
2026-07-23,2026-07,Bandung,25,2,0,106,2,98.349,40.16,0.285,72.18,4.09
2026-07-23,2026-07,Surabaya,25,8,0,116,0,99.49,45.2,0.311,54.34,4.3
2026-07-23,2026-07,Medan,25,5,1,129,825,95.6,63.91,2.318,74.9,2.93
2026-07-23,2026-07,Makassar,25,9,0,128,0,98.859,38.77,0.205,61.97,4.11
2026-07-23,2026-07,Semarang,25,9,0,111,0,98.486,35.75,0.358,68.13,4.3
2026-07-23,2026-07,Yogyakarta,25,5,0,112,210,98.737,23.08,0.14,62.83,4.48
2026-07-23,2026-07,Denpasar,25,12,0,116,13,98.406,34.71,0.244,87.16,3.88
2026-07-23,2026-07,Palembang,25,8,0,112,0,98.768,26.78,0.942,71.34,4.13
2026-07-23,2026-07,Balikpapan,25,7,0,106,0,98.793,39.23,0.261,67.44,4.75
2026-07-30,2026-07,Jakarta,25,8,0,110,0,99.011,38.03,0.059,73.01,4.17
2026-07-30,2026-07,Bandung,25,2,0,108,0,99.8,36.06,0.01,66.6,4.76
2026-07-30,2026-07,Surabaya,25,8,0,121,0,98.104,29.34,0.496,71.65,3.68
2026-07-30,2026-07,Medan,25,5,0,134,303,98.753,23.84,0.611,67.82,4.25
2026-07-30,2026-07,Makassar,25,9,0,131,520,99.056,39.36,0.364,70.99,4.26
2026-07-30,2026-07,Semarang,25,9,0,113,0,98.402,28.18,0.304,74.72,4.36
2026-07-30,2026-07,Yogyakarta,25,6,0,117,109,99.317,18.45,0.439,75.64,4.29
2026-07-30,2026-07,Denpasar,25,12,0,121,339,98.866,32.82,0.911,59.3,4.22
2026-07-30,2026-07,Palembang,25,8,0,114,0,98.693,50.18,0.567,66.61,4.24
2026-07-30,2026-07,Balikpapan,25,7,0,111,0,98.16,14.58,0.778,64.37,3.7
2026-08-06,2026-08,Jakarta,25,9,0,113,0,99.111,28.51,0.444,65.61,3.94
2026-08-06,2026-08,Bandung,25,2,0,110,0,97.994,34.73,0.379,66.03,4.17
2026-08-06,2026-08,Surabaya,25,8,0,124,31,98.837,41.17,0.996,67.04,4.07
2026-08-06,2026-08,Medan,25,6,0,140,0,98.866,26.25,0.548,81.74,4.09
2026-08-06,2026-08,Makassar,25,9,0,135,0,98.807,34.99,0.01,63.4,4.3
2026-08-06,2026-08,Semarang,25,10,0,122,35,98.679,28.1,0.531,63.57,4.91
2026-08-06,2026-08,Yogyakarta,25,7,0,120,0,98.846,29.17,0.695,54.01,4.74
2026-08-06,2026-08,Denpasar,25,12,0,124,0,98.0,38.78,0.406,78.72,4.37
2026-08-06,2026-08,Palembang,25,9,0,119,0,98.709,23.82,0.849,79.37,4.39
2026-08-06,2026-08,Balikpapan,25,8,0,116,315,98.57,37.01,0.306,60.59,3.98
2026-08-13,2026-08,Jakarta,25,9,0,117,235,98.261,23.65,0.683,62.21,3.46
2026-08-13,2026-08,Bandung,25,2,0,115,33,98.177,40.65,0.46,63.0,3.63
2026-08-13,2026-08,Surabaya,25,8,0,126,107,98.333,28.92,0.441,72.63,3.79
2026-08-13,2026-08,Medan,25,7,0,146,410,98.605,14.16,0.01,71.66,3.18
2026-08-13,2026-08,Makassar,25,9,0,139,0,98.522,17.21,0.627,70.74,3.55
2026-08-13,2026-08,Semarang,25,10,0,124,400,99.025,18.58,0.861,63.46,4.31
2026-08-13,2026-08,Yogyakarta,25,7,0,122,0,98.434,25.34,0.611,77.75,3.49
2026-08-13,2026-08,Denpasar,25,12,0,129,0,98.277,32.3,0.224,76.5,4.15
2026-08-13,2026-08,Palembang,25,9,0,120,127,98.648,38.59,0.361,68.97,4.28
2026-08-13,2026-08,Balikpapan,25,8,0,122,227,98.756,38.63,0.807,65.77,5
2026-08-20,2026-08,Jakarta,25,10,0,125,0,99.342,21.28,0.855,75.24,4.08
2026-08-20,2026-08,Bandung,25,2,0,123,57,99.002,28.2,1.022,62.07,3.92
2026-08-20,2026-08,Surabaya,25,8,0,132,0,99.325,38.23,0.368,67.44,3.68
2026-08-20,2026-08,Medan,25,7,0,155,30,99.282,22.64,0.869,59.94,4.44
2026-08-20,2026-08,Makassar,25,9,0,142,268,98.355,31.57,0.01,67.59,4.21
2026-08-20,2026-08,Semarang,25,10,0,135,0,99.082,14.03,0.828,67.94,3.94
2026-08-20,2026-08,Yogyakarta,25,7,0,126,0,98.762,29.4,0.013,76.33,4.15
2026-08-20,2026-08,Denpasar,25,12,0,131,0,99.252,41.61,0.404,63.06,4.9
2026-08-20,2026-08,Palembang,25,10,0,126,19,98.946,29.27,0.468,65.38,4.28
2026-08-20,2026-08,Balikpapan,25,9,0,125,4,98.469,20.83,0.459,69.74,4.19
2026-08-27,2026-08,Jakarta,25,10,0,129,0,99.095,29.51,0.428,72.58,3.87
2026-08-27,2026-08,Bandung,25,2,0,130,8,98.732,42.63,0.247,71.71,4.39
2026-08-27,2026-08,Surabaya,25,9,0,135,46,99.373,18.61,0.423,66.64,3.81
2026-08-27,2026-08,Medan,25,7,0,158,180,98.817,34.46,0.22,71.83,4.09
2026-08-27,2026-08,Makassar,25,9,0,148,21,98.954,35.06,0.426,72.29,4.26
2026-08-27,2026-08,Semarang,25,10,1,140,599,98.258,27.07,0.782,67.39,3.61
2026-08-27,2026-08,Yogyakarta,25,7,0,126,0,99.029,22.02,0.957,68.23,4.66
2026-08-27,2026-08,Denpasar,25,12,0,136,40,98.811,24.8,0.737,69.53,3.62
2026-08-27,2026-08,Palembang,25,10,0,128,0,98.787,21.18,0.199,55.46,3.7
2026-08-27,2026-08,Balikpapan,25,9,0,130,0,98.182,37.41,0.355,64.46,4.45
2026-09-03,2026-09,Jakarta,25,10,0,134,0,98.496,19.87,0.589,75.57,3.94
2026-09-03,2026-09,Bandung,25,3,0,134,126,99.359,27.53,0.187,60.66,4.16
2026-09-03,2026-09,Surabaya,25,10,0,140,0,98.72,20.91,0.741,77.82,4.24
2026-09-03,2026-09,Medan,25,7,0,160,0,98.133,40.04,0.492,73.81,4.15
2026-09-03,2026-09,Makassar,25,9,0,157,189,98.66,37.86,0.58,67.5,3.78
2026-09-03,2026-09,Semarang,25,11,0,144,574,98.455,38.87,0.01,71.67,4.42
2026-09-03,2026-09,Yogyakarta,25,7,0,129,127,98.136,31.72,0.01,77.01,4.4
2026-09-03,2026-09,Denpasar,25,13,0,141,169,98.932,14.13,0.586,66.01,4.24
2026-09-03,2026-09,Palembang,25,10,0,130,0,99.443,52.39,0.429,73.07,4.67
2026-09-03,2026-09,Balikpapan,25,10,0,133,0,98.44,33.89,0.01,62.72,4.02
2026-09-10,2026-09,Jakarta,25,10,0,137,452,99.052,43.06,0.292,56.61,4.18
2026-09-10,2026-09,Bandung,25,3,0,135,0,99.04,28.85,0.815,55.09,4.33
2026-09-10,2026-09,Surabaya,25,10,0,143,0,98.671,30.33,0.131,64.08,4.13
2026-09-10,2026-09,Medan,25,7,0,162,0,98.123,24.87,0.85,73.59,4.15
2026-09-10,2026-09,Makassar,25,9,0,159,17,95.43,77.44,2.217,85.17,2.75
2026-09-10,2026-09,Semarang,25,11,0,145,0,98.314,28.94,0.164,71.84,3.75
2026-09-10,2026-09,Yogyakarta,25,7,0,134,316,99.269,47.8,0.641,73.0,3.83
2026-09-10,2026-09,Denpasar,25,13,0,144,0,99.071,32.15,0.296,59.67,3.93
2026-09-10,2026-09,Palembang,25,10,0,135,0,98.66,43.63,0.491,54.77,3.79
2026-09-10,2026-09,Balikpapan,25,11,0,136,0,98.462,22.07,0.7,58.47,4.75
2026-09-17,2026-09,Jakarta,25,12,0,144,42,98.909,33.59,0.652,70.18,3.78
2026-09-17,2026-09,Bandung,25,3,0,137,0,98.711,32.11,0.01,71.48,3.5
2026-09-17,2026-09,Surabaya,25,10,0,147,66,99.249,38.84,0.314,64.16,4.48
2026-09-17,2026-09,Medan,25,7,0,168,0,98.669,27.89,0.934,68.49,4.15
2026-09-17,2026-09,Makassar,25,10,0,162,407,96.731,58.37,2.0,77.77,2.93
2026-09-17,2026-09,Semarang,25,11,0,148,0,98.188,34.68,0.217,52.48,4.41
2026-09-17,2026-09,Yogyakarta,25,7,0,138,60,99.164,37.67,0.231,66.76,4.37
2026-09-17,2026-09,Denpasar,25,14,0,144,0,99.322,40.76,0.705,62.32,3.86
2026-09-17,2026-09,Palembang,25,11,0,138,0,98.644,31.84,0.887,71.27,4.59
2026-09-17,2026-09,Balikpapan,25,12,0,141,0,98.206,21.43,0.286,72.02,4.19
2026-09-24,2026-09,Jakarta,25,12,0,150,0,98.782,37.35,1.152,63.13,3.93
2026-09-24,2026-09,Bandung,25,3,0,138,629,99.221,27.83,0.663,67.4,4.52
2026-09-24,2026-09,Surabaya,25,10,0,150,0,98.485,8.0,0.01,67.57,4.77
2026-09-24,2026-09,Medan,25,8,0,173,498,98.118,24.58,0.158,64.4,4.14
2026-09-24,2026-09,Makassar,25,10,0,162,25,98.902,22.76,0.715,64.43,3.99
2026-09-24,2026-09,Semarang,25,12,0,153,99,98.182,49.45,0.553,68.53,3.74
2026-09-24,2026-09,Yogyakarta,25,7,0,143,1,98.837,19.02,0.01,61.02,4.0
2026-09-24,2026-09,Denpasar,25,15,0,150,0,98.524,22.98,0.373,62.99,3.97
2026-09-24,2026-09,Palembang,25,12,0,142,0,98.765,37.17,0.377,61.73,4.67
2026-09-24,2026-09,Balikpapan,25,12,0,142,0,99.159,30.55,0.762,85.39,3.72
2026-10-01,2026-10,Jakarta,25,12,0,153,604,98.875,42.26,0.01,75.18,4.36
2026-10-01,2026-10,Bandung,25,3,0,144,134,98.512,44.59,0.214,59.62,3.76
2026-10-01,2026-10,Surabaya,25,10,0,153,27,98.675,13.69,0.253,65.33,4.2
2026-10-01,2026-10,Medan,25,8,0,177,0,98.908,39.3,0.151,65.7,3.92
2026-10-01,2026-10,Makassar,25,10,0,168,122,98.047,18.37,0.546,74.95,4.76
2026-10-01,2026-10,Semarang,25,12,0,155,155,98.404,38.94,0.962,70.95,3.73
2026-10-01,2026-10,Yogyakarta,25,8,0,145,0,98.841,10.19,1.006,57.88,3.91
2026-10-01,2026-10,Denpasar,25,16,0,153,0,97.562,19.22,0.01,75.63,4.59
2026-10-01,2026-10,Palembang,25,12,0,146,0,97.672,37.48,0.433,73.41,4.69
2026-10-01,2026-10,Balikpapan,25,12,0,145,0,98.957,30.7,0.875,69.42,4.74
2026-10-08,2026-10,Jakarta,25,12,1,156,1314,98.265,35.24,0.01,81.62,3.84
2026-10-08,2026-10,Bandung,25,3,0,146,110,98.81,29.19,0.01,84.35,4.0
2026-10-08,2026-10,Surabaya,25,10,0,161,0,98.135,50.97,0.551,67.11,4.22
2026-10-08,2026-10,Medan,25,8,0,180,687,98.689,27.01,0.642,77.42,3.49
2026-10-08,2026-10,Makassar,25,10,0,172,157,98.524,40.31,0.947,71.11,3.82
2026-10-08,2026-10,Semarang,25,13,0,159,0,98.641,23.92,0.657,78.02,3.74
2026-10-08,2026-10,Yogyakarta,25,8,0,149,103,98.627,29.37,0.4,76.2,4.69
2026-10-08,2026-10,Denpasar,25,17,0,156,94,98.396,39.96,0.561,74.03,4.27
2026-10-08,2026-10,Palembang,25,12,0,148,254,99.462,45.95,0.421,68.4,3.64
2026-10-08,2026-10,Balikpapan,25,12,0,151,0,98.279,27.35,0.027,72.56,4.04
2026-10-15,2026-10,Jakarta,25,12,0,162,60,98.204,17.09,0.558,79.22,4.11
2026-10-15,2026-10,Bandung,25,3,0,149,0,98.35,31.12,0.01,75.2,4.13
2026-10-15,2026-10,Surabaya,25,10,0,161,0,98.787,17.0,0.841,62.66,3.95
2026-10-15,2026-10,Medan,25,8,0,186,0,99.108,34.87,0.922,66.97,4.41
2026-10-15,2026-10,Makassar,25,10,2,178,1605,98.398,30.85,1.023,76.76,4.72
2026-10-15,2026-10,Semarang,25,13,0,161,0,97.918,8.03,1.245,72.11,4.24
2026-10-15,2026-10,Yogyakarta,25,8,0,153,0,99.39,24.51,0.852,67.15,4.63
2026-10-15,2026-10,Denpasar,25,17,0,160,0,99.043,36.33,0.066,69.35,4.15
2026-10-15,2026-10,Palembang,25,13,0,152,509,98.747,22.07,0.169,66.26,4.21
2026-10-15,2026-10,Balikpapan,25,12,0,153,158,99.157,32.14,0.225,72.57,4.14
2026-10-22,2026-10,Jakarta,25,12,0,166,202,98.416,34.08,0.418,62.52,4.18
2026-10-22,2026-10,Bandung,25,4,0,151,0,98.841,27.36,0.217,85.16,4.49
2026-10-22,2026-10,Surabaya,25,10,0,165,0,98.465,41.71,0.169,67.06,4.09
2026-10-22,2026-10,Medan,25,8,0,190,0,98.954,45.05,0.997,61.39,4.44
2026-10-22,2026-10,Makassar,25,10,0,183,26,99.083,27.03,0.01,62.68,4.06
2026-10-22,2026-10,Semarang,25,13,0,166,13,98.746,34.58,0.665,55.39,4.87
2026-10-22,2026-10,Yogyakarta,25,8,0,156,0,99.203,39.08,0.428,60.35,4.24
2026-10-22,2026-10,Denpasar,25,17,0,165,0,99.187,33.68,0.659,69.67,4.25
2026-10-22,2026-10,Palembang,25,13,0,154,0,98.67,30.9,0.402,68.09,4.39
2026-10-22,2026-10,Balikpapan,25,12,0,157,0,98.016,12.25,0.866,65.43,4.31
2026-10-29,2026-10,Jakarta,25,13,0,171,57,98.117,19.58,0.319,73.25,4.08
2026-10-29,2026-10,Bandung,25,4,0,156,135,99.541,24.38,0.318,63.17,4.53
2026-10-29,2026-10,Surabaya,25,12,0,171,295,98.894,32.83,0.623,67.4,3.91
2026-10-29,2026-10,Medan,25,8,1,193,604,98.692,41.66,0.559,60.28,4.01
2026-10-29,2026-10,Makassar,25,11,0,188,174,99.498,49.2,0.01,78.96,3.77
2026-10-29,2026-10,Semarang,25,13,0,171,0,98.517,26.39,0.497,82.07,4.22
2026-10-29,2026-10,Yogyakarta,25,9,0,158,0,98.278,21.77,0.075,61.35,4.59
2026-10-29,2026-10,Denpasar,25,17,0,169,0,98.326,32.69,0.204,65.74,4.2
2026-10-29,2026-10,Palembang,25,13,0,158,0,98.13,23.17,0.33,61.22,4.5
2026-10-29,2026-10,Balikpapan,25,12,0,162,204,98.777,21.07,0.842,61.58,3.83
2026-11-05,2026-11,Jakarta,25,14,0,174,205,98.259,31.46,0.408,62.68,4.86
2026-11-05,2026-11,Bandung,25,4,0,158,39,98.446,39.02,0.925,63.04,4.65
2026-11-05,2026-11,Surabaya,25,13,0,176,0,98.647,30.07,0.648,67.24,4.41
2026-11-05,2026-11,Medan,25,9,0,198,0,97.886,34.93,0.497,56.99,4.17
2026-11-05,2026-11,Makassar,25,12,0,193,202,98.498,37.99,0.634,63.79,4.02
2026-11-05,2026-11,Semarang,25,13,0,176,0,98.833,49.29,0.695,64.39,4.96
2026-11-05,2026-11,Yogyakarta,25,9,0,163,26,98.798,36.59,1.278,73.38,4.76
2026-11-05,2026-11,Denpasar,25,17,0,175,0,97.54,29.59,1.129,72.79,4.81
2026-11-05,2026-11,Palembang,25,13,0,163,201,98.421,33.13,0.231,56.4,3.93
2026-11-05,2026-11,Balikpapan,25,12,0,164,61,98.78,11.62,0.435,64.5,3.93
2026-11-12,2026-11,Jakarta,25,14,0,175,454,97.706,24.23,0.625,72.79,3.68
2026-11-12,2026-11,Bandung,25,4,0,160,0,98.918,29.63,0.576,74.58,3.88
2026-11-12,2026-11,Surabaya,25,13,0,180,0,98.584,28.46,1.507,68.68,3.95
2026-11-12,2026-11,Medan,25,9,0,201,0,99.007,29.68,0.01,81.34,4.3
2026-11-12,2026-11,Makassar,25,12,0,194,0,99.399,33.39,0.501,68.47,4.08
2026-11-12,2026-11,Semarang,25,13,0,177,0,98.48,32.6,0.384,55.25,4.97
2026-11-12,2026-11,Yogyakarta,25,9,0,164,0,98.134,31.55,0.25,66.62,4.31
2026-11-12,2026-11,Denpasar,25,18,0,181,183,98.65,46.01,0.01,76.77,4.06
2026-11-12,2026-11,Palembang,25,13,0,168,439,98.283,31.75,0.071,64.74,3.99
2026-11-12,2026-11,Balikpapan,25,12,0,165,0,95.18,94.14,2.246,81.57,3.15
2026-11-19,2026-11,Jakarta,25,14,0,178,0,99.323,40.52,0.496,63.52,4.16
2026-11-19,2026-11,Bandung,25,4,0,167,41,98.544,36.64,0.176,66.04,3.99
2026-11-19,2026-11,Surabaya,25,14,0,183,19,99.152,36.31,0.273,67.51,3.88
2026-11-19,2026-11,Medan,25,9,0,206,27,99.578,36.89,0.53,68.06,4.22
2026-11-19,2026-11,Makassar,25,13,0,198,0,98.949,41.48,1.175,70.88,3.85
2026-11-19,2026-11,Semarang,25,13,0,182,103,98.24,36.51,0.438,78.69,3.78
2026-11-19,2026-11,Yogyakarta,25,9,0,168,0,99.678,22.94,0.55,58.04,4.28
2026-11-19,2026-11,Denpasar,25,19,0,183,0,98.534,29.19,0.434,60.86,4.1
2026-11-19,2026-11,Palembang,25,14,0,176,0,98.259,50.12,0.869,61.51,3.75
2026-11-19,2026-11,Balikpapan,25,12,0,170,0,95.901,75.25,1.611,81.74,2.9
2026-11-26,2026-11,Jakarta,25,14,0,180,0,98.647,34.29,0.533,61.61,3.77
2026-11-26,2026-11,Bandung,25,4,0,170,0,98.744,39.97,0.193,74.04,3.38
2026-11-26,2026-11,Surabaya,25,15,0,188,47,98.121,19.13,0.773,66.6,3.67
2026-11-26,2026-11,Medan,25,9,0,212,0,98.707,37.91,0.446,70.44,4.87
2026-11-26,2026-11,Makassar,25,13,0,206,0,98.456,38.14,0.597,59.14,4.31
2026-11-26,2026-11,Semarang,25,13,0,186,0,97.694,22.98,0.79,63.71,4.56
2026-11-26,2026-11,Yogyakarta,25,9,0,173,0,98.893,41.24,0.369,67.66,3.91
2026-11-26,2026-11,Denpasar,25,20,0,185,0,99.128,29.17,0.584,58.81,4.14
2026-11-26,2026-11,Palembang,25,14,0,179,0,98.301,38.41,0.957,58.55,4.03
2026-11-26,2026-11,Balikpapan,25,12,0,174,109,96.569,79.21,2.716,84.93,3.06
2026-12-03,2026-12,Jakarta,25,14,0,191,0,99.021,35.98,0.079,62.81,4.3
2026-12-03,2026-12,Bandung,25,4,0,172,41,98.651,36.63,0.237,66.26,3.95
2026-12-03,2026-12,Surabaya,25,15,0,195,0,98.436,19.53,0.612,69.08,3.49
2026-12-03,2026-12,Medan,25,9,0,215,0,99.128,30.14,0.414,64.36,4.35
2026-12-03,2026-12,Makassar,25,14,0,211,189,98.646,33.54,0.455,67.55,3.57
2026-12-03,2026-12,Semarang,25,13,0,189,0,99.124,45.83,0.078,60.03,4.29
2026-12-03,2026-12,Yogyakarta,25,9,0,175,0,99.525,33.59,0.736,71.63,4.42
2026-12-03,2026-12,Denpasar,25,20,0,190,0,99.165,23.07,0.096,76.37,4.24
2026-12-03,2026-12,Palembang,25,15,0,184,0,99.209,22.34,0.783,59.02,4.65
2026-12-03,2026-12,Balikpapan,25,12,1,175,592,98.656,31.6,0.151,67.83,3.96
2026-12-10,2026-12,Jakarta,25,14,0,193,51,99.186,38.38,0.847,66.05,4.14
2026-12-10,2026-12,Bandung,25,5,0,178,263,97.388,34.7,1.26,72.81,4.33
2026-12-10,2026-12,Surabaya,25,15,1,198,194,98.394,42.53,0.02,69.14,4.95
2026-12-10,2026-12,Medan,25,9,0,220,270,98.744,44.1,0.668,63.99,4.26
2026-12-10,2026-12,Makassar,25,14,0,212,0,99.629,36.3,0.134,75.18,4.3
2026-12-10,2026-12,Semarang,25,13,0,193,192,98.063,34.19,0.394,72.17,4.42
2026-12-10,2026-12,Yogyakarta,25,9,0,181,293,98.791,29.48,0.659,63.54,4.29
2026-12-10,2026-12,Denpasar,25,21,0,197,98,99.193,35.2,0.884,62.46,4.27
2026-12-10,2026-12,Palembang,25,15,0,187,141,99.206,43.69,0.387,78.95,3.68
2026-12-10,2026-12,Balikpapan,25,12,0,178,0,99.209,22.38,0.926,77.96,3.72
2026-12-17,2026-12,Jakarta,25,15,0,197,0,98.968,29.24,0.822,65.82,4.22
2026-12-17,2026-12,Bandung,25,5,0,178,0,98.307,33.4,0.819,53.57,4.29
2026-12-17,2026-12,Surabaya,25,18,0,205,465,98.503,29.49,0.488,63.38,4.22
2026-12-17,2026-12,Medan,25,10,0,222,78,98.508,30.87,0.618,54.65,4.53
2026-12-17,2026-12,Makassar,25,15,0,214,0,98.955,23.49,0.979,58.26,4.23
2026-12-17,2026-12,Semarang,25,13,0,196,0,98.705,34.16,0.549,74.29,4.28
2026-12-17,2026-12,Yogyakarta,25,9,0,185,0,98.986,21.35,1.007,72.66,4.17
2026-12-17,2026-12,Denpasar,25,21,0,201,25,98.509,62.05,0.947,66.99,4.17
2026-12-17,2026-12,Palembang,25,15,0,192,0,98.097,26.16,0.312,74.85,4.67
2026-12-17,2026-12,Balikpapan,25,13,0,180,132,99.058,49.27,0.654,71.25,4.56
2026-12-24,2026-12,Jakarta,25,15,0,203,0,99.107,18.48,0.849,71.02,4.06
2026-12-24,2026-12,Bandung,25,5,0,181,235,98.945,32.81,0.22,62.32,3.68
2026-12-24,2026-12,Surabaya,25,18,0,210,0,98.829,34.74,0.532,64.72,4.03
2026-12-24,2026-12,Medan,25,10,0,229,0,98.701,32.6,0.098,81.06,4.7
2026-12-24,2026-12,Makassar,25,15,0,217,0,98.759,23.43,0.01,75.25,4.36
2026-12-24,2026-12,Semarang,25,14,0,200,0,98.83,27.97,0.752,59.55,4.22
2026-12-24,2026-12,Yogyakarta,25,9,1,188,751,98.502,34.12,0.127,66.6,4.05
2026-12-24,2026-12,Denpasar,25,22,0,203,0,98.778,31.19,0.4,73.06,4.15
2026-12-24,2026-12,Palembang,25,16,0,194,0,98.37,13.19,0.607,69.24,3.67
2026-12-24,2026-12,Balikpapan,25,14,0,185,165,98.716,21.68,0.687,66.53,4.94
2026-12-31,2026-12,Jakarta,25,15,0,205,0,98.908,30.99,1.046,72.23,3.92
2026-12-31,2026-12,Bandung,25,5,0,188,19,99.351,34.07,0.546,63.94,4.26
2026-12-31,2026-12,Surabaya,25,18,0,213,0,97.648,34.74,0.567,68.27,4.51
2026-12-31,2026-12,Medan,25,10,0,232,0,98.637,18.51,0.295,47.04,3.85
2026-12-31,2026-12,Makassar,25,15,0,222,47,98.125,32.67,0.506,74.3,4.06
2026-12-31,2026-12,Semarang,25,14,0,203,0,99.234,31.98,0.226,81.73,4.98
2026-12-31,2026-12,Yogyakarta,25,9,0,192,11,98.801,25.61,0.056,58.49,4.24
2026-12-31,2026-12,Denpasar,25,23,0,206,0,98.834,35.9,0.159,61.99,4.42
2026-12-31,2026-12,Palembang,25,16,0,199,0,98.06,54.76,0.522,73.18,3.79
2026-12-31,2026-12,Balikpapan,25,14,0,188,0,98.995,43.04,0.743,62.71,4.29
